keyword,title,creator,abstract,year,publisher,subject,item_url
christianization,"Glanzstücke eines Meisters, der nicht Francke hiess : Beobachtungen zur Malerei des Thomas-Altars",,Includes bibliographical references (pages 164-178) and index.,2014,,"art | christian saints in art | thomas | à becket, saint | christian art and symbolism",//lccn.loc.gov/2015457432
christianization,King of Grace PDI Music's Come & worship.,,"PDI Music: CW07D. Compact disc. Produced by Steve Cook ; Bo Litinsky, executive producer. Rochelle Calvetti, Abby Cannon, Vikki Cook, Phil Kim, Chris McCrea, Christopher Wright, Trina Bass, Steve Cook, Bob Kauflin, Megan Kauflin, vocalists ; John Gates, Augie Hughes, drums ; Don Naile, Mike Napier, bass ; John Spiro, Eric Hughes, acoustic guitar ; Chris Davis, Aaron Baird, Dave Campbell, electric guitar ; Rob Porter, mandolin ; Steve Cook, Bob Kauflin, Ted Slater, piano ; Steve Cook, Roger Hooper, Ted Slater, keyboards ; Jeremy Hundley, percussion ; Israel Groveman, violin ; Judah Groveman, cello ; Tommy Hill, trumpet.",2000,,contemporary christian music,//lccn.loc.gov/2002598351
christianization,"Walking on the pages of the Word of God : self, land, and text among Evangelical volunteers in Jerusalem",,"""It is a special night in Binyenei HaUma, the International Convention Center in western Jerusalem. There is great excitement in the air as multi-colored spotlights slice through the hall accompanied by a massive soundscape of catchy Evangelical praise music. On stage, the songs are performed by a highly professional 25- piece orchestra and choir, while the 6,000- strong Evangelical audience contributes to the atmosphere by singing the lyrics projected onto three huge television screens that flank the stage""-- Provided by publisher.",2020,,christian zionism | jerusalem,https://www.loc.gov/item/2019025934/
christianization,Il Punto : Il programma,,"1 print ; (poster format) | Poster showing text from the Christian Democrats' party journal, Il Punto. Text states that the new program of the center-left government presented by Mariano Rumor to Parliament has been approved, with the Christian Democrats and others in favor; also gives program objectives.",1969,,"color | italy | political platforms | prints | rumor, mariano | periodicals | posters | italian | portraits",https://www.loc.gov/item/2017646483/
christianization,"POSSIBLE LOCATIONS OF POW DETENTION AREAS, HANOI SURBURBS, NVM",,"North-Vietnam, pre-1975",1967,,pwc | christian seminary,https://www.loc.gov/item/powmia/pwmaster_112637/
christianization,A summary of the Christian faith,,"""An attempt is here made to restate the doctrines of the Christian faith upon the basis of the Lutheran confessions.""--Pref.",1905,,"lutheran church | miscellanea | theology, doctrinal | theology | doctrines",https://www.loc.gov/item/05034658/
christianization,Die Vestung Neüheusel wie solche Anno 1685 von der Christlichen Armada Balägert,,"1 print : engraving ; sheet 24 x 33 cm on card mount 36 x 46 cm | Print shows a birdseye view of the the star shaped fortress of Neuhäusel (Nové Zámky, Slovakia) under attack in a battle between Austro-Hungarian and Ottoman Turkish forces. Includes vies of troops on horseback, cannons and infantry. Turkish troops captured the fort in 1663/64 and Austrian troops re-captured the fort in 1685. Individual details are labeled a-g with a key to images in the caption at the bottom of the print. Identified items include H.V. Lotharingen, G. Waldeck, Gefangne Turken, Keysserliche und C. Baiyrische arttelorien, Etliche Pumpenwurff, Neuheussen and Omarflus.",1685,,"engravings | campaigns & battles | nové zámky | austro-turkish war | german | military personnel | nové zámky (slovakia) | pictorial works | slovakia | bird's-eye view prints | forts & fortifications | campaigns | history, military",https://www.loc.gov/item/2015652013/
christianization,Antología castellana de relatos medievales (Ms. Esc. h-I-13),,Includes bibliographical references (p. [clxxi]-clxxxix).,2008,,"h-i-13 | literature, medieval | christian legends | christian pilgrims and pilgrimages | history and criticism | legends | translations into spanish | real biblioteca | escorial | christian saints | manuscript",//lccn.loc.gov/2009400634
christianization,Liki russkoĭ svi︠a︡tosti,,"Includes bibliographical references (pages 310-313). Description based on online resource; title from digital title page (East View, viewed May 30th, 2024). Русская святость и ее самоцветы / Дмитрий Володихин -- Язык святости. Антоний Печерский и монашеская ""революция"" в Древней Руси -- Откровение истории. Нестор Летописец -- Житие иконописца Алипия: меж двух образов Успения -- Князь Владимир Мономах, полководец и просветитель -- Сергий Радонежский и русский этногенез -- Стефан Московский, брат Сергия Радонежского -- Прославление Сергия Радонежского и ключ к ""Троице"" Андрея Рублева -- Товарищество подвижников: ""мастеры Данила-иконник да Андрей Рублев"" -- Конец ордынского ига и легенда о Тихоне Калужском -- Иосиф Волоцкий: тайна святости -- Как монахи завоевали для России арктический плацдарм. Святые Трифон Печенгский и Феодорит Кольский -- Притча о грехе и покаянии. Морские скитания Варлаама Керетского -- Русские Кириллы и Мефодии, создатели азбук -- Подвиги и чудеса Серафима Саровского -- Охотник до драки и верный сын Церкви. Святой праведный адмирал Федор Ушаков -- ""Век чудес еще не миновал"". Иоанн Кронштадтский -- Патриарх Тихон. Камень, о который споткнулись богоборцы -- Расстрел за милосердие. Святая новомученица Татьяна Гримблит. Документально-художественная биография.",2023,,"russkai︠a︡ pravoslavnai︠a︡ t︠s︡erkov | kyivan rus | russia | christian saints, slavic | holiness | christian hagiography | biography",//lccn.loc.gov/2024768163
christianization,"[""Yes, this is the acting Secretary of State, sort of""]",,"1 drawing on layered paper : ink, blue pencil, and white-out over pencil. | Cartoon shows under Secretary of State Christian Herter sitting behind a desk talking on the telephone as he holds a piece of paper in his hand. Secretary of State John Foster Dulles was on leave of absence due to illness during February 1959.",1959,,"cabinet officers | herter, christian archibald | drawings | editorial cartoons",https://www.loc.gov/item/2016686929/
christianization,God's not dead,,"A Christian college freshman, Josh Wheaton, and his atheist philosophy professor hold court on the existence of God. To pass the course, Josh must prove to the class that God is alive and well. This dare could cost him his relationships, his career, even his future, but Josh stands up for his faith and takes on the challenge.",2014,,video recordings for the hearing impaired | faith | drama | christian college students | christian films | god | feature films | proof | religious films | fiction films | college teachers,//lccn.loc.gov/2019605280
christianization,"First Church of Christ (Scientist), Southeast corner of West Main & North Fifth Streets, Marshalltown, Marshall County, IA",,Photo(s): 2 | Data Page(s): 2 | Photo Caption Page(s): 1,,,christian science churches,https://www.loc.gov/item/ia0071/
christianization,Little Dansie's one day at Sabbath school,,A little girl is fatally injured trying to pull her Sabbath school teacher from the path of an oncoming train.,1902,,christian life | fiction,https://www.loc.gov/item/73168093/
christianization,"Oblako nadʺ svi︠a︡tilishchemʺ, ili, Ni︠e︡chto takoe, o chemʺ gordai︠a︡ filosofīi︠a︡ i grezitʹ ne smi︠e︡etʺ",,"Also available in digital form on the Library of Congress Web site. Translated by A.F. Labzin. Masonic coat of arms printed at head of p. [1] with legend: Absque nube pro nobis. Legend translated into Russian on facing page: Bez oblaka dli︠a︡ nas [Without clouds for us]. Signatures: [1]-6¹² 7⁶ (minus last leaf) V.S. Sopikov. Opyt rossīĭskoĭ biblīografīi, 1904, no. 12704 LC copy from the library of G.V. Yudin. Half bound in brown marbled paper over boards; rebacked with reddish brown leather. Has ink inscription on t.p.: Iz biblīoteki ... syna, Mikhaila I︠U︡dina, No. 402. The book's title repeated in ink, in another hand, on front flyleaf. Has pink shelf label on inside front board: Iz knig Gennadīi︠a︡ Vasilʹevicha I︠U︡dina, No. [ms.]12 [Cyrillic ms.] B; and bookplate: Domashni︠a︡i︠a︡ biblīoteka G.V. I︠U︡dina.",1804,,christian ethics | theosophy,https://www.loc.gov/item/56052379/
christianization,"Niijima Yae to otto Jō : Aizu, Kyōto, Dōshisha",,Rev. and enl. ed. of: 2011. Includes bibliographical references (p. 27) and index.,2012,,"niijima, yaeko | japan | christian educators | niijima, jō | yamamoto, kakuma | christian biography | niijima, yae | biography",//lccn.loc.gov/2012504844
christianization,"Fourth Church of Christ, Scientist, 1330 Lakeshore Avenue, Oakland, Alameda County, CA",,Photo(s): 20 | Data Page(s): 27 | Photo Caption Page(s): 2,,,christian science churches,https://www.loc.gov/item/ca1523/
christianization,"Patron saints,",,Also available in digital form on the Library of Congress Web site.,1898,,christian patron saints,https://www.loc.gov/item/unk82079698/
christianization,"La felicidad del hombre,",,Also available in digital form on the Library of Congress Web site.,1932,,christian life | happiness,https://www.loc.gov/item/35018644/
christianization,Welten des Bewusstseins,,"Vol. 5- has title: Worlds of consciousness. Vols. 6, 10 edited by Michael Schlichting. Vol. 7 edited by Rolf Verres, Hanscarl Leuner, & Adolf Dittrich. Vol. 9 edited by Christian Scharfetter & Christian Rätsch. Papers presented at the International Congress of the European College for the Study of Consciousness (ECSC). Includes bibliographical references.",1993,,congresses | consciousness,//lccn.loc.gov/94179758
christianization,Aquinas on virtue : a causal reading,,"Thomas Aquinas (1225-1274), an Italian Dominican friar and Catholic priest, is one of the most influential theologians in the Christian tradition--and certainly the most influential theologian of the Roman Catholic Church. By synthesizing classical Christian theology with Aristotelian philosophy, Aquinas's thought continues to have an astonishing impact on an array of disciplines. Scholarship on Aquinas is flourishing, with studies of natural law theory, action theory, the morality of the passions, feminism, political theory, etc. Yet despite the contemporary renewal of virtue ethics--a movement in Catholic and Protestant and Orthodox traditions that attempts to answer the question, ""How should I live?""--to date no full-length treatment of Aquinas's theory of virtue exists. Nicholas Austin aims to fill that gap. Aquinas on Virtue offers a new and comprehensive interpretation of how Aquinas uses the four causes--formal, material, final, and efficient--to understand virtue in general, and how these causes underlie his treatment of specific virtues that make up the bulk of his ethics. In the final part of the book Austin applies the causal approach to four contested issues in contemporary virtue theory: practical wisdom; virtue and the passions; the teleology (or ultimate end) of virtue; and infused moral virtues, exploring the relation between grace and virtue.",2017,,"christian ethics | thomas | virtue | aquinas, saint",https://www.loc.gov/item/2017001329/
christianization,K istochniku ist︠s︡elenii︠a︡ : Pravoslavnyĭ mir staroĭ Rossii,,Includes bibliographical references.,2012,,christian life | russia | fiction,//lccn.loc.gov/2013418516
christianization,"Shrines in a fluid space : the shaping of new holy sites in the Ionian Islands, the Peloponnese and Crete under Venetian rule (14th-16th centuries)",,"""In Shrines in a Fluid Space: The Shaping of New Holy Sites in the Ionian Islands, the Peloponnese and Crete under Venetian Rule (14th-16th Centuries), Argyri Dermitzaki reconstructs the devotional experiences within the Greek realm of the Venetian Stato da Mar of Western European pilgrims sailing to Jerusalem. The author traces the evolution of the various forms of cultic sites and the perception of them as nodes of a wider network of the pilgrims' 'holy topography'. She scrutinises travelogues in conjunction with archaeological, visual and historical evidence and offers a study of the cultic phenomena and sites invested with exceptional meaning at the main ports of call of the pilgrims' galleys in the Ionian Sea, the Peloponnese and Crete""-- Provided by publisher.",2022,,christianity and geography | christian shrines | christian pilgrims and pilgrimages | cult | mediterranean region | christianity and culture | history | christian saints,https://www.loc.gov/item/2021045935/
christianization,"Matba'at al-funun al-jamilah bi-darb Sa'adah bi-Misr, Cairo",,"18 prints : lithograph, color. | Popular prints showing Christian and Moslem saints, Adam and Eve, view of Mecca, etc.",1960,,,https://www.loc.gov/item/2005682552/
christianization,Russkie svi︠a︡tye pred sudom istorii / M.F. Paozerskiĭ,,"Includes bibliographical references. Description based on online resource; title from digital title page (East View, viewed August 1st, 2022).",1923,,canonization | russia | christian saints,//lccn.loc.gov/2022551718
christianization,S.Con.Res.47 - 100th Congress (1987-1988): A concurrent resolution expressing the sense of Congress concerning the persecution of Christians in Eastern Europe and in the Union of Soviet Socialist Republics.,,Summary of S.Con.Res.47 - 100th Congress (1987-1988): A concurrent resolution expressing the sense of Congress concerning the persecution of Christians in Eastern Europe and in the Union of Soviet Socialist Republics.,1987,,international affairs,https://www.congress.gov/bill/100th-congress/senate-concurrent-resolution/47
christianization,Dorothy Day : a life and legacy,,Volume 1 (Summer 2014).,2014,,"day, dorothy | christian sociology",//lccn.loc.gov/2016301245
christianization,Recht auf Beratung in der Gesetzlichen Krankenversicherung und in der Sozialen Pflegeversicherung,,"Originally presented as the author's thesis (doctoral)--Christian-Albrechts-Universität zu Kiel, 2016. Includes bibliographical references (pages xix-xxix).",2017,,,//lccn.loc.gov/2016590392
christianization,Post-Conflict Peacebuilding durch die Vereinten Nationen : unter besonderer Berücksichtigung der neu gegründeten Peacebuilding Commission der Vereinten Nationen,,"Originally presented as the author's thesis (doctoral)--Christian-Albrechts-Universität zu Kiel, 2011. Includes bibliographical references (p. 223-251).",2011,,,//lccn.loc.gov/2012382208
christianization,Godspeed,,"1 drawing on layered paper : ink, crayon, blue pencil and white out over pencil. | Cartoon shows Christian Herter at the helm of a ship. Only his arms are visible as he holds the ship's wheel. Herter was appointed Secretary of State upon the August 15 resignation of John Foster Dulles.",1959,,"drawings | helms | editorial cartoons | cabinet officers | herter, christian archibald",https://www.loc.gov/item/2016687081/
christianization,"Hans Christian of Elsinore,",,"Illustrated t.-p. and lining-papers in colors. ""Junior press books.""",1937,,children | denmark,https://www.loc.gov/item/37023779/
christianization,Sobornik Nila Sorskogo,,"In Church Slavic, with commentaries in Russian and summaries in English. ""Tekst ... 'Sobornika zhitiĭ drevnegrecheskikh svi︠a︡tykh' ... khranitsi︠a︡ v NIOR RGB v sostave sobranii︠a︡ Iosofo-Volokolamskogo monastyri︠a︡: Volok., no. 630""--Introd, v. 3. Vol. 3 contains bibliographical references. Complete in 3 v.: v. 3, t.p. verso: s13 06-17-04",2000,,greece | christian saints | biography,//lccn.loc.gov/2001319161
christianization,Rechtliche Rahmenbedingungen der Nutzung oberflächennaher Geothermie bei Grossimmobilien,,"Originally presented as the author's thesis (doctoral)--Christian-Albrechts-Universität zu Kiel, 2013. Includes bibliographical references (pages 413-447).",2014,,,//lccn.loc.gov/2014427059
christianization,Altersgrenzen und Altersabstand zwischen Annehmenden und Anzunehmenden bei der Adoption : Bestandsaufnahme und Reformvorschlag,,"Originally presented as the author's thesis (doctoral)--Christian-Albrechts-Universität zu Kiel, 2017. Includes bibliographical references (pages xv-xxvii).",2017,,,//lccn.loc.gov/2017299945
christianization,Carol Christians; Christmas carol,,Record created through migration from the Performing Arts Encyclopedia Database.,1885,,,https://www.loc.gov/item/2023859015/
christianization,"Good christian men, rejoice",,Record created through migration from the Performing Arts Encyclopedia Database.,1885,,,https://www.loc.gov/item/2023859235/
christianization,"Awake, arise, good Christians!",,Record created through migration from the Performing Arts Encyclopedia Database.,1875,,"choruses, sacred (mixed voices, 4 parts) with piano | carols, english | carols",https://www.loc.gov/item/2023824732/
christianization,The ideal Christian life,,Vignette tail-pieces throughout.,1909,,,https://www.loc.gov/item/10002507/
christianization,Christianizing the social order.,,Better: BT738,1912,,social gospel,https://www.loc.gov/item/12026399/
christianization,Christianity Today,,"ChristianityToday.com is the official Web site of Christianity Today International that informs, inspires, connects, and equips Christians through community-building interest areas, news with a Christian slant, and more. Website. electronic | Electronic (Form).",2001,,christianity today international | website | theology | christian ethics | christianity | news web sites,https://www.loc.gov/item/lcwaN0012398/
christianization,"H.Res.756 - 110th Congress (2007-2008): Condemning the Wakf's digging activities at the Temple Mount site and deploring the destruction of artifacts vitally important to Jewish, Christian and Muslim faiths.",,"Summary of H.Res.756 - 110th Congress (2007-2008): Condemning the Wakf's digging activities at the Temple Mount site and deploring the destruction of artifacts vitally important to Jewish, Christian and Muslim faiths.",2007,,international affairs | congress,https://www.congress.gov/bill/110th-congress/house-resolution/756
christianization,Plato in the third sophistic,,Includes bibliographical references and indexes. Description based on print version record; resource not viewed.,2014,,"plato | influence | christian literature, early | christian literature, byzantine | history and criticism",https://www.loc.gov/item/2021758521/
christianization,Hail the Christian jubilee,,Record created through migration from the Performing Arts Encyclopedia Database.,1884,,,https://www.loc.gov/item/2023851000/
christianization,The Theater of Nobility in Europe. Genealogy of the Illustrious Progenitors of the Christian World.,,"Theatrum, Nobilitatis. Europeae, Tabulis. Progonologicis. Praecipuorum. In. Cultiori. Christiano. Orbe. Magnatum. Et. Illustrium. Progenitores (The theater of nobility in Europe. Genealogy of the illustrious progenitors of the Christian world) is a work on the family trees of royal and noble families of Europe by the German Lutheran theologian Philipp Jakob Spener (1635-1705). Spener was one of the founders of Pietism and is considered the father of modern heraldry and genealogy studies. He worked as a preacher in Strasbourg, Frankfurt, and Dresden, before becoming consistorial counselor in Berlin. Theatrum, Nobilitatis. Europae is a four-volume work, published in Frankfurt am Main between 1668 and 1678. Families are presented in tabular form, with all names Latinized. The frontispiece consists of the family tree of Ferdinand I, king of Hungary and Bohemia and holy Roman emperor. The work was typeset by Egidius Vogel in Frankfurt. Presented here are the first and third volumes of the work (bound together), dating from 1668, held in the Slovak National Library, the only copies of the work preserved in Slovakia. The book was formerly owned by the Prague lawyer Thomas Anton Putzlacher (1722-96), as is documented by his handwritten ""ex bibliotheca"" and the glued typographic bookplate on the inside front cover of the book.",1668,,"holy roman empire | ferdinand i, holy roman emperor | habsburg, house of | 1668 to 1678 | devices (heraldry) | royal families | genealogy | nobility",https://www.loc.gov/item/2021666999/
christianization,Awake! Arise good Christians,,Record created through migration from the Performing Arts Encyclopedia Database.,1871,,"carols | carols, english | choruses, sacred (mixed voices, 4 parts), unaccompanied",https://www.loc.gov/item/2023815942/
christianization,"The art of contentment,",,"Added illustrated t.p. In addition to Allestree also attributed to Lady Dorothy Pakington ; Richard Sterne, Abp. of York; John Fell, Bp. of Oxford, and others.",1841,,contentment | christian life,https://www.loc.gov/item/tmp96023547/
christianization,T︠S︡erkovnye drevnosti Samarskoĭ zemli : katalog,,"""Ministerstvo kulʹtury Rossiĭskoĭ Federat︠s︡ii. Gosudarstvennyĭ nauchno-issledovatelʹskiĭ institut restavrat︠s︡ii (GosNIIR)""--Page preceding title page. Includes bibliographical references (pages 16-17). Description based on online resource; title from digital title page (East View, viewed September 14th, 2022). ""Министерство культуры Российской Федерации. Государственный научно-исследовательский институт реставрации (ГосНИИР)""--Page preceding title page. Иконы -- Иконы в окладах -- Декоративно-прикладное искусство -- Старопечатные и рукописные книги -- Скульптура.",2009,,"catalogs | icons, russian | russia (federation) | samarskai︠a︡ oblast | christian antiquities | christian art and symbolism | religious articles",//lccn.loc.gov/2022552680
christianization,"Slovarʹ istoricheskīĭ o svi︠a︡tykh, proslavlennykh v rossīĭskoĭ t︠s︡erkvi",,Romanized. Also available in digital form on the Library of Congress Web site.,1836,,russia | christian saints,https://www.loc.gov/item/17019359/
christianization,"YWCA Building, 1040 Richards Street, Honolulu, Honolulu County, HI",,Photo(s): 2 | Photo Caption Page(s): 1,,,young women's christian associations,https://www.loc.gov/item/hi0841/
christianization,Andersen's fairy tales. Volume 1,,"This enchanting collection of Hans Christian Andersen's beloved fairy tales includes 'The Emperor's New Clothes,' 'The Princess and the Pea,' and 'The Snow Queen.'",2018,,"audiobooks | fairy tales | juvenile fiction / legends, myths, fables / general | short stories | children's audiobooks | juvenile works",//lccn.loc.gov/2018628380
christianization,"Army and Navy YMCA, 250 South Hotel Street, Honolulu, Honolulu County, HI",,Photo(s): 3 | Color Transparencies: 1 | Photo Caption Page(s): 1,,,young men's christian associations,https://www.loc.gov/item/hi0842/
christianization,Istorii︠a︡ sot︠s︡ialʹno-ėticheskoĭ mysli v Russkoĭ pravoslavnoĭ t︠s︡erkvi,,"""Istoricheskai︠a︡ kniga""--Preliminary page. Includes bibliographical references (pages 400-445).",2013,,orthodox eastern authors | russia | russkai︠a︡ pravoslavnai ︠a︡ t︠s︡erkov | christian sociology | christian ethics | doctrines | orthodox eastern church,//lccn.loc.gov/2017443914
christianization,"The Christian's refuge: Rock of ages, cleft for me, let me hide myself in thee. In my hand no price I bring, simply to the cross I cling.",,1 print : lithograph.,1868,,lithographs,https://www.loc.gov/item/90715951/
christianization,Only visiting this planet,,Christian rock music with vocal and instrumental ensemble. Recorded in London. Texts and descriptive notes by Larry Norman on container.,1972,,rock music | gospel music | national recording registry | national recording registry 2013,https://www.loc.gov/item/95768957/
christianization,"YWCA Hostess House, University Avenue, Palo Alto, Santa Clara County, CA",,Photo(s): 2 | Photo Caption Page(s): 1,,,young women's christian associations,https://www.loc.gov/item/ca0958/
christianization,Istochniki russkoĭ agiografii︠a︡,,Romanized. Replace; LC copy replaced by preservation microfilm,1882,,russia | christian saints | bibliography | dictionaries,//lccn.loc.gov/06015895
christianization,"Medinet Abou, Thebes",,"1 print : lithograph, color. | Ruins of a Christian church in the grand court of the Temple of Medinet Abou.",1846,,book illustrations | lithographs | color,https://www.loc.gov/item/2002718677/
christianization,Bon voyage,,"1 drawing on layered paper : ink, crayon, blue pencil and white out over pencil. | Cartoon shows newly-appointed Secretary of State Christian Herter entering an airplane about to depart for Europe. Three men follow him up the stairs. Two have large bouquets of flowers, identified as ""from the Congress"" and ""from the people,"" showing his popularity. The third man follows with a single, wilted flower ""from the president.""",1959,,"editorial cartoons | airplanes | popularity | flowers | drawings | herter, christian archibald",https://www.loc.gov/item/2016686955/
christianization,"[Studio portrait of models wearing traditional clothing from the province of Angora (Ankara), Ottoman Empire]",,1 photomechanical print : photogravure. | (1): Kurdish woman from the area of Yuzgat (Yozgat); (2): wife of a Christian artisan of Angora (Ankara); and (3): wife of a Muslim artisan of Angora (Ankara).,1873,,turkey | women | kurds | portrait prints | photogravures | group portraits | muslims | clothing & dress | yozgat (yozgat ili) | christians | book illustrations | ankara,https://www.loc.gov/item/2004666945/
christianization,"Pocatello Railroad YMCA Building, North Arthur Avenue Vicinity, Pocatello, Bannock County, ID",,Photo(s): 17 | Photo Caption Page(s): 1,,,young men's christian associations,https://www.loc.gov/item/id0142/
christianization,"Arab protest delegations, demonstrations and strikes against British policy in Palestine (subsequent to the foregoing disturbances [1929 riots]). Christian street deserted. Taken during a general Arab protest strike",,1 negative : nitrate ; 4 x 5 in.,1929,,nitrate negatives,https://www.loc.gov/item/2019706518/
christianization,Macht und Offenbarung : zum Geheimnis der Gesetzwidrigkeit,,Includes bibliographical references (p. 251-266).,2009,,revelation | christianity | power (christian theology),//lccn.loc.gov/2009523401
christianization,The journey home,,"Includes bibliographical references. Title from pdf ; viewed on February 24, 2025",2024,,biography | conversion | christianity | christian converts,//lccn.loc.gov/2023525991
christianization,"Psalmodia germanica, or, The German psalmody : translated from the High Dutch, together with their proper tunes, and thorough bass",,Dedication signed: John Christian Jacobi. Signatures: A-F⁶ G-P¹² Q⁶. Evans 7772 Includes index. LAC aaa 2019-01-22 no edits (2 card),1756,,"translations into english | hymns, german",https://www.loc.gov/item/97174695/
christianization,Die Sammlung wächst : Erwerbungen für das Kunsthaus Zürich : 1982-2010,,"""Dieses Buch enthält sämtliche Essays von Christian Klemm aus den Jahresberichten der Züricher Kunstgesellschaft in chronologischer Reihenfolge von 2010 bis 1982""--P. 9. Includes bibliographical references and index.",2011,,catalogs | zurich | kunsthaus zürich | art | switzerland,//lccn.loc.gov/2012422149
christianization,"Prayers and thanksgivings for a Christian year,",,Reprinted in part from the Congregationalist and Christian world.,1918,,,https://www.loc.gov/item/18021768/
christianization,Trinitarnoe bogoslovie i nauka o vospitanii : ocherk problemy : monografii︠a︡,,"""Nezavisimyĭ alʹi︠a︡ns""--Preliminary page. Includes bibliographical references (page 186). Description based on online resource; title from digital title page (East View, viewed August 22nd, 2022). ""Независимый альянс""--Preliminary page.",2019,,trinity | education | philosophy | christian education,//lccn.loc.gov/2022553442
christianization,Gottfried Arnolds Unpartheyische Kirchen- und Ketzer-Historie : vom Anfang des Neuen Testaments biss auf das Jahr Christi 1688,,Also available in digital form on the Library of Congress Web site. Signatures: a-b⁴ c1 A-3K⁴ 3L² 3M-7R⁴ 7S1. Includes index. LAC nsk 2018-11-23 update (1 card) LAC ddw 2023-05-25 no edits (1 card),1729,,church history | christian heresies,https://www.loc.gov/item/34013674/
christianization,Hope for all nations,,Grammy nominated southern gospel group Karen Peck & New River release the follow up to their 2015 album Pray Now.,2017,,gospel music | contemporary christian music,//lccn.loc.gov/2020623197
christianization,"Histoire de Mār Abba, catholicos de l'Orient. Martyres de Mār Grigor, général en chef du roi Khusro Ier. et De Mār Yazd-panāh, juge et gouverneur",,"The reign of Khusro I (531-579) was a key-period for the history of the Sasanian Empire. Nevertheless, sporadic persecutions of Christians converted from Zoroastrianism are attested. Among these martyrs, there were famous people of civil society such as Grigor Piran-Gusnasp, general-in-chief of the king's armies, Yazd-panah, a high dignitary and judge, and 'Awira, a courtier. The most famous was the Catholicos Mar Abba (540-552), who reunified the Church of the East after nearly twenty-five years of schism. Canonist and exegete, he also restored ecclesiastical discipline which had been significantly weakened since 484. He is known to have been involved in Mazdeo-Christian controversies and polemical debates with West-Syrian Christians. These narratives written by contemporaries to the events are the only East-Syrian hagiographies of that time in Syriac; they provide valuable informations regarding socio-religious and political situation of the sixth century Orient. A critical edition based on manuscripts from the London, Berlin and Vatican Libraries, including a translation in French with a commentary, is presented for the first time.""-- Publisher's website.",2015,,church history | sources | early works to 1800 | syria | biography | christian martyrs,//lccn.loc.gov/2015448243
christianization,Pure and holy passion,,Glad: Ed Nalle (lead vocals) ; John Gates (drums & vocals) ; Chris Davis (guitars & programming) ; Don Pardoe (keyboards & vocals) ; Don Nalle (bass guitar & vocals) ; with acc. musicians. Produced by Ed Nalle with Glad. Lyrics on container insert. Compact disc.,2002,,contemporary christian music | gospel music,//lccn.loc.gov/2005587109
christianization,The 7 laws of the learner,,"Provides information on ways to make an impact on students' lives, covering such topics as effecting a lasting life change, creating an excitement for learning, and transforming apathetic students.",1992,,christian education | christian life | teaching | spiritual growth | teaching methods | christianity | religious aspects | religion | inspirational | catéchèse | méthodes pédagogiques,//lccn.loc.gov/2023281068
christianization,"Disputatio juridica de eo quod justum est, circa ludos scenicos operasqve modernas, dictas vulgò operen. Quam in illustri Christian-Albertina præside dn. Elia Augusto Strykio ... publicæ disqvistioni submittit Georgius Bertuch",,"Diss., Kiel (G. von Bertouch respondent and author)",1693,,opera | theater,https://www.loc.gov/item/09005268/
christianization,Translatio sanctitatis : i furti di reliquie nell'Italia medievale,,Includes bibliographical references (pages 173-192) and index. Text in Italian. Description based on print version record; resource not viewed.,2019,,christian hagiography | to 1500 | christian saints | italy | history | theft of relics | cult,https://www.loc.gov/item/2020719629/
christianization,Wahre Abbildung der Herrlichen Victoria so von den Christen wider den Erbfeind vor Gran erhalten worden den 16. August. Ao. 1685,,"1 print : engraving ; sheet 51 x 39 cm on card mount 61 x 51 cm | Print shows a birdseye view of a battlefield outside of Gran (Esztergom, Hungary) in 1685.Includes locations of troops, troop formations and a listing of the regiments fighting in the battle. Includes a listing (A-L) of activities identified in the print with an explanatory key printed below the title caption.",1685,,"german | turco-polish wars | hungary | esztergom (hungary) | pictorial works | campaigns & battles | military personnel | esztergom | campaigns | history, military | engravings | bird's-eye view prints",https://www.loc.gov/item/2016646758/
christianization,The Tinder Box,,1 print. | Fairy tale by Hans Christian Andersen; illus. with woman wearing crown and seated with man in uniform on pedestal.,,,,https://www.loc.gov/item/2005684846/
christianization,Biographisch-bibliographisches Kirchenlexikon,,"Vols. 3, 8-42 ""fortgeführt von Traugott Bautz""; v. 43-47 ""fortgeführt von Traugott Bautz und Uta Timpe-Bautz."" Vols. 34-47 published in Nordhausen. Cumulative name index included with each volume, v. 20-47 Some vols. issued in fascicles. ""Vorläufiges Abkürzungsverzeichnis zum Biographisch-bibliographischen Kirchenlexikon"" published as suppl. (16 p.) and inserted at end of Lfg. 1. Description based on: Lfg. 1. Errata slip laid in v. 29. LC holdings: Unbound fascicles are recorded, until bound, in Ser Rec and located in N&CPR. Alphabetical register also available in electronic form. Form AACR2: ec09 03-16-92",1970,,theology | christian biography | bio-bibliography,//lccn.loc.gov/72303871
christianization,"Patterns for liturgical embroidery, etc.",,"12 sheets with ca. 100 designs. | Lamb, pelican, fish, and other traditional Christian symbols incorporated into designs for vestments and altar linens.",1929,,,https://www.loc.gov/item/2005689868/
christianization,"Rutherfoord-Hobson House, 2 West Franklin Street, Richmond, Independent City, VA",,Photo(s): 3,,,houses | young men's christian associations,https://www.loc.gov/item/va0577/
christianization,"Ralph Meyers House (Corbels), Taos, Taos County, NM",,Photo(s): 1,,,houses | franciscan (christian order) | corbels,https://www.loc.gov/item/nm0075/
