keywords,title,creator,abstract,year,journal_title,license,link,query
gothic war,"Entre politique et source d’épouvante : la place de la Révolution dans Les Apparitions du château de Tarabel, ou Le Protecteur invisible (1822) d’Étienne-Léon de Lamothe-Langon",Łukasz Szkopiński,"Les Apparitions du château de Tarabel, ou Le Protecteur invisible [The Apparitions of Tarabel Castle, or the Invisible Protector], a novel published by Étienne-Léon de Lamothe-Langon (1786–1864) in 1822, tells the story of Count Eugène de Melorenne who, in 1795, in the context of the War in the Vendée, faces not only many difficult political choices but also various complications as far as his love life is concerned. The aim of this article is to analyze the overwhelming influence of politics and history on nearly all the aspects of this novel and to examine whether or not the book fits well into the generic framework of the traditional Gothic novel.",2024.0,,OPEN,https://doi.org/10.31261/rs.2024.26.01,gothic war
gothic war,DISCOVERY OF THE SIMILARITY OF PLANNING AND DECORATION OF URBAN BUILDING IN UKRAINE AND EUROPEAN COUNTRIES,V. Kazachenko; M. Lobko-Zampassi,"Ancient construction and artistic decoration of buildings in European countries as well as in Ukraine have similarities in styles, construction and decoration materials. The planning principles of urban development in Europe and Ukraine have similar roots in the styles dating back to the times of ancient Greece and Rome, which have been well preserved to our time. These styles of classicism and Gothic, baroque and renaissance perfectly harmoniously combine with each other and are complemented by modern buildings. Studying the architecture of the EU countries, we can state that Ukraine is an integral part of Europe. However, Ukraine unfortunately did not take proper care of architectural monuments. You can also add the destruction of thousands of buildings in Ukraine during the Second World War, which were not properly restored. Many buildings were completely destroyed, while others are still in an unsatisfactory condition. The policy of the Soviet Union was built on the principles of labor classism, where any identification with the bourgeoisie (which included private cottages, palaces, cathedrals, etc.) was cruelly rejected and forbidden. Most of the Temples were destroyed by the Soviet authorities, most of the palaces were rebuilt and lost their original beauty. As an example, we can cite the Shariv castle in the Kharkiv region, an architectural masterpiece that was transformed into a tuberculosis dispensary during the Soviet regime, and in the church of the Gamalivsk women's monastery in Shostka, Sumy region, a correctional colony was made, which is still an active colony (Fig. 6) and such Unfortunately, we have a lot of examples. The ancient buildings of the EU countries are protected and restored to preserve the historical style, buildings made of stone or brick are supplemented with modern materials, such as glass and metal structures. During the war with the Russian Federation, many buildings and architectural monuments were destroyed in Ukraine. Now the region needs to develop a unified strategy for the restoration of our state, including rebuilding buildings and structures that have historical and cultural value, form the principle of reproducing the architecture of our cities in accordance with the styles that were used in ancient times. In order to preserve historical objects, it is necessary to have a monument protection policy at the state level, state programs for the protection of cultural heritage, and to ensure the work of the relevant monument protection services. The main idea of the ""Recommendations on the Preservation and Modern Role of Historical Ensembles"" boils down to ensuring comprehensive protection of objects of historical and cultural and especially architectural heritage. Keywords: architecture, European buildings, classicism, gothic, modern, Ukrainian buildings, reconstruction of buildings, restoration of post-war Ukraine.",2022.0,,OPEN,https://doi.org/10.33042/2522-1809-2022-6-173-49-53,gothic war
gothic war,The German Bunker Built to Defend the Linea Galla Placidia. Preserving a Forgotten Heritage,Chiara Mariotti; Andrea Ugolini; Alessia Zampini,"After the armistice, the threat of an Allied landing on the Italian coasts of Romagna, north of the Gothic Line, spread among the German Army. This danger led to a real arms race, as it would have offered free access to the heart of the Third Reich. What ensued was therefore the organization of a strong line of defence consisting of bunkers, defensive emplacements and structures like dragon’s teeth. The landing, however, never took place and it turned out to be part of a deception strategy. At the end of the war the bunkers were largely destroyed, silted or covered by sand; since then, only some of them have been reused as storages or warehouses. As rejected ruins they were never perceived as cultural heritage, but nowadays they offer the opportunity to reflect on their destiny.",2018.0,,OPEN,,gothic war
gothic war,Abstraction and Empathy on the Eve of World War I,"Simmons, William Sherwin","This essay considers continuities between the impetus towards abstraction within Jugendstil and Expressionism. Both Hermann Obrist and Franz Marc sought through empathy to intuit and image abstract forces at work within the materiality of the organic and inorganic natural worlds. Their creative practice and theoretical writings share much with Wilhelm Worringer’s discussion of the “expressive abstraction” found in the Gothic style, which unified the organic with the abstract. This essay explores the trajectories of this visual and textual discourse, paying particular attention to their nexus during 1914 in Obrist’s monumental sculptures at the Werkbund Exhibition in Cologne and the development of Marc’s paintings over the course of that year.",2013.0,,OPEN,https://doi.org/10.5399/uo/konturen.5.0.3246,gothic war
gothic war,A Story of Nobility in Colonial Urban Asia: Victorian Influence and the Red House in Taipei,Francis Chia-Hui Lin,"As a stylistic form of representing the past, the Gothic Revival emerged as a reaction to the aftermath of the Industrial Revolution, by establishing a sense of morality in architecture and urbanism. Its rise and development in the High Victorian period therefore represented a form of social nobility to the profession. This paper examines the construction of nobility in British architectural history and its implantation and evolution in the urban East. The Red House and its located city, Taipei, in Taiwan, in which inscribed its modern urban history and development on the building, is selected as a case. This study surveys the interplay between the moral/colonial nobility mentioned above and the de facto social circumstances in post-war urban Taipei, and as such describes the spatiotemporal trajectory of Victorian influence on urban Asia, from colonial times to the present.",2014.0,,OPEN,https://doi.org/10.13189/cea.2014.020205,gothic war
gothic war,Scraps Of A Dying Chef,Bess Frimodig,"‘Where are the cats?’ I asked Montse.  COVID-19 hit Barcelona and closed the city’s borders. I drifted between libraries and a printing press. Early evening, a midwinter fog softened the stone corners. Suspended in silence, and free from the crowds that spilled out of cruise ships and cheap flights into the narrow streets of the Gothic quarters, the city lay waiting. Montse answered, ‘People are a bit squeamish about cats. They feel guilty. Cannot quite look cats in the eyes.’ He added, ‘Cats and dogs got eaten during the Spanish Civil War.’ Even after the Civil War, the threat to pets did not end. Spain starved acutely from 1936 to 1942, and then steadily until 1952. Franco’s officially sanctioned famine, named ‘the hunger years’, ensured that starvation was weaponised to stamp out rebellion and exhaust the population. To lay their hands on any kind of flesh, the starving poor stole dogs and cats. Carmen, a survivor, said, ‘Cats soon disappeared because they tasted like rabbits, and people just ate them. A donkey that belonged to a coal delivery company died, and it was cut up and sold for meat. Dogs were also passed off as lamb’ (Fanjul, 2015). While cats were cooked for dinner, men lay discarded, like drifting scraps of paper on the streets, starved to death.",2024.0,,OPEN,https://doi.org/10.54632/1305.impj13,gothic war
gothic war,"Сражение При Адрианополе 9 Августа 378 Г.Триумф Германцев И Трагедия Римлян / Battle Of Adrianople On August 9, 378. Triumph Of Germans And Tragedy Of Romans",O. V. Vus; M. V. Fomin,"В статье исследуется второй этап римско-готской войны 377—382 гг., главным событием которого стала битва между армией императора Валента и готским войском Фритигерна возле Адрианополя во Фракии. В ходе активных боевых действий летом 378 г. римские полководцы неоднократно пытались изменить ход войны в свою пользу, и адрианопольское сражение стало самой крупной такой попыткой. Допустив в процессе подготовки к боям ряд важных тактических и стратегических просчетов, император Валент проиграл это сражение и сам погиб. Римская армия понесла огромные потери и оставила без защиты мирное население Балканского полуострова. Предводитель тервингов Фритигерн, проявив незаурядный военный талант в ходе битвы, перехватил стратегическую инициативу у римских полководцев, и вышел на ближние подступы к Константинополю. В целом весенне-летняя кампания 378 г. завершилась сокрушительным военным поражением Империи. / In the article the second phase of the Roman-Gothic war in 377—378 is researched, the highlight of which was the battle between the army of Emperor Valens and the Gothic army of Fritigern near Adrianople in Thrace. While active hostilities in the summer of 378 the Roman generals have repeatedly tried to change the course of the war in their favour, and the battle of Adrianople has become the most significant attempt. But allowing a number of important tactical and strategic miscalculations in the process of combat training, the Emperor Valens lost this battle and perished in it. The Roman Empire suffered huge losses and left the civilians of the Balkan Peninsula without protection. The leader of Thervings, Fritigern, that showed outstanding military talent during the battle, intercepted strategic initiative from the Roman generals, and went on immediate approaches to Constantinople. Overall the spring-summer 378 campaign has ended by a crushing military defeat of the Romans.",2016.0,,OPEN,https://doaj.org/article/ee895725befe415381f8cafe86d20ba4,gothic war
gothic war,Jane Eyre in Our Times: Fukunaga’s Jane Eyre in Dialogue with Two Film Adaptations,Soyoung Lee,"This study looks into the 2011 film adaptation of  Jane Eyre  and compares it with two earlier feature film versions to examine how different Zeitgeist at different periods read the Charlotte Bronte text. Especially, three categories are examined: the genre and times, the female community and the role of Bertha, and transposing Bronte’s narrative into film. The 1944 film’s Gothic genre emphasizes Jane’s destitute state and her domestic role to nurse Rochester back to what he had been before. This was due to the special circumstance or the times when women needed to relinquish their social roles over to men returning from World War II. The 1990s was a prosperous time, so Jane’s journey to attain her authority is portrayed in an optimistic light in the 1996 adaptation. She is supported by various female characters; especially, she is tied visually to Bertha through the mirror motif. However, her leaving and returning to Thornfield is extremely compressed; thus, her inner struggle and growth of the independent self is not fulfilled. The 2011 film reflects a time of uncertainty for people, especially youths. Thus, director Fukunaga sets the film in the Gothic genre to emphasize the fear and isolation that Jane faces. The film starts at the moment of Jane’s leaving Thornfield, comes to a full circle through flashbacks, and progresses on to her trial with St. John. This structure emphasizes the two trials that she had to face between the two men and portrays the inner struggle and growth she had achieved through her life at Moor House. Although a harmonious ending is contrived at the end, the emphasis is not only on the romance but also on the individual inner growth for both Jane and Rochester, between the younger aspiring class and the once dominant class.",2016.0,,OPEN,https://doi.org/10.1353/trh.2016.0023,gothic war
gothic war,The Image of the City in the Novels of Jiří Karásek ze Lvovic,Alexey Kolianov,"Fin-de-Siècle Europe appears in the prose of the Czech poet and writer Jiři Karasek from Lvovice (1871–1951) as a mystical space full of nostalgia and claustrophobia, which force the characters to experience the hereditary involvement of history. This is, for example, how the hero of the novel “Gothic Soul” (Czech: Gotická Duše) feels. The novel shows Prague at the turn of the century as a place where the past is more real than the present. The trilogy “Novels of the Three Magicians” (Czech: Romány tří mágů), inspired by the legends about European “sorcerers”, uses Vienna, Venice, and Prague as magic or decadent territories that affect the characters’ behaviour. Karasek creates urban images with decadent aesthetics by applying special features and techniques. Among them we can highlight the night atmosphere, intentional emphasis on the artificiality of the reality, and the description of the scene with the symbols of decline or decay. Such a subjective view from the eyes of a decadent character can open up a city from a unique perspective, making it possible to distinguish previously unseen details. The image of Prague in Karasek’s works is dual and ambivalent. On the one hand, it is an aesthetically artifi cial decadent Prague and on the other, a mystical, magical Prague. Venice by Karasek is also a decadent city where only the past is alive. With help of Karasek’s prose one can obtain the prism of decadent and “gothic” novels — rather rare and original for Czech literature genres. His works also give us the opportunity to experience the lost atmosphere of pre-war Europe.",2022.0,Crossref,OPEN,https://doaj.org/article/108ec6ba916044499721ad668121e228,gothic war
gothic war,The Gothic bet: Riccardo Freda’s I vampiri (1957) and the birth of Italian horror cinema from an industrial perspective,"Guarneri, Michael","AbstractScholars tend to agree on Riccardo Freda’s I vampiri (1957) being the first Italian horror film. Indeed, prior to Freda’s Paris-set Gothic potboiler, which mixes the Erzsébet Báthory legend with the Frankenstein myth, no horror movie proper seems to have been made in Italy. Drawing from a series of interviews given by the director over the years, the existing literature about Italian horror cinema conceives of I vampiri as a film appearing out of the blue, born on the fly because of an alleged bet and shot at breakneck speed in a couple of weeks. Freda’s use of the word “bet” in these interviews, and the film’s meagre returns at the domestic box-office, have led academics to see I vampiri as an epically brave, if commercially unsuccessful, challenge to the dominant taste—an experiment carried out by inventive yet unlucky pioneers, skilled artisans too ahead of their time. Resultantly, a great deal has been written about “the supposedly non-industrial quality” of Italian horror movies, “which apparently relied only on the craftsmanship of talented directors” (Di Chiara, 2016, p 30), such as Freda, Mario Bava and Antonio Margheriti. By revisiting Freda’s often-quoted anecdotes about the extemporaneous genesis of I vampiri in the light of the film’s production and distribution data preserved at the Archivio Centrale dello Stato in Rome, the present article seeks to shift the focus of discussion from the ‘Great Men’ to the broader economic, political and cultural context in which I vampiri was manufactured. The article reveals that it was the very nature of the post-war Italian film industry as regulated by the Christian-Democrat laws of 1949 that allowed Freda and his producers Ermanno Donati, Luigi Carpentieri and Goffredo Lombardo to place their bet on an unprecedented ‘Gothic made in Italy’. By adopting this materialistic approach, Freda’s experiment in terror ultimately emerges as a minor, low-risk speculation, and a market test confirming a long-standing Italian bias against home-grown horror narratives, to the point that it is more appropriate to consider Terence Fisher’s Dracula (1958) as the ‘originary film’ of Italian horror cinema.",2017.0,Crossref,OPEN,https://www.nature.com/articles/s41599-017-0030-3,gothic war
gothic war,On chronology of the First Germanic Sound Shift (Lex Rask – Grimm),Václav Blažek,"This contribution analyzes the geographical name Θούλη, first recorded by Pytheas of Massalia in the period 330-325 BCE and mediated especially by Polybius, Strabo, Pliny and Procopius. Björn Collinder (1935/1936) designated this term as the earliest datable document of the Germanic Lautverschiebung. He also offered an appealing etymology, explaing the toponym on the basis of Old Norse þaularvágr “winding creek”, i.e. a place especially characteristic of the West Norwegian coast with its winding fjords. In the present study an alternative etymology by Torp is also analyzed, interpreting the toponym as a wooded place with regard to Old Norse þollr m. “tree, fir-tree, pine-tree”, and the witness of Procopius of Caesarea on the exceedingly large forests in Thule [‘The Gothic War’ VI.15]. Independently of whether either of the solutions of Collinder or Torp is correct, around 330 BCE the First Germanic Sound Shift should already have been operating.",2023.0,,OPEN,https://doi.org/10.14746/linpo.2022.64.1.1,gothic war
gothic war,Phantom in Paradise: A Philippine Presence in Hollywood Cinema,Joel David,"The Philippines’ experience with its last foreign occupant, the US, resulted in an entire clutch of problematic “special relations” that, coupled with the country’s responses to the challenges of self-government, ultimately led to a global dispersal of the population, effectively turning the Philippines into the major Asian nation arguably most reliant on its citizens’ overseas remittances. This paper takes the position that diasporic Filipinos, for a variety of reasons starting with the effectiveness of maintaining unintrusive presences in alien cultures (including the acceptance of menial positions), have possibly developed and have enabled others to perceive them as silent and discreet figures once they step into the circuits of globalized labor exchanges. Not surprisingly, elements traceable to the Philippines and its fraught relationship with America show up in the output of Hollywood. The special instance of a transitional (late-Classical and early new-Hollywood) melodrama, Reflections in a Golden Eye, adapted from a Southern Gothic novel by Carson McCullers, will be inspected for its pioneering depiction of queer postcoloniality in the transplantation of a Filipino male “housemaid” in the troubled middle-American home of a war returnee.",2013.0,,OPEN,https://doi.org/10.13185/kk2013.02134,gothic war
gothic war,"""Why must fireflies die so young?"" The Picturesque of Caution in the Works of Studio Ghibli","Roy, Samragngi","As opposed to most contemporary usage of the word “picturesque” – which is generally taken to mean visually attractive in a quaint or charming way, or else something that resembles a picture –  William Gilpin introduced this term to the English cultural debate in 1792. Gilpin used “picturesque” to typify an aesthetic ideal wherein roughness, raggedness, and ruins would be privileged over smoothness, symmetry and perfection. Over time, his conceptualization of “the picturesque” led to a celebration of disorder, decay, and ruin, a kind of glorification of violence also familiar to the Gothic romances of the late eighteenth and early nineteenth centuries. However, following the unimaginable havoc and mass destruction caused by the two world wars, ruins and images of ruins started to be viewed very differently. This paper seeks to explore how the picturesque mode has been used as an instrument of caution in the works of Studio Ghibli, spearheaded by two creative artists and directors, Hayao Miyazaki and Takahata Isao, who have experienced the horrors of WWII firsthand in their own childhoods. This paper specifically looks at two famous anime feature films produced by Studio Ghibli – Grave of the Fireflies (1988) and Howl's Moving Castle (2004) – that deal with the impacts of war and convey strong anti-war messages by uniquely employing the picturesque mode of representation.  ",2022.0,Crossref,OPEN,https://doi.org/https://doi.org/10.21900/j.jams.v3.963,gothic war
gothic war,Beyond the Black Atlantic: Pacific Rebellions and the Gothic in Herman Melville’s “Benito Cereno”,"Tripp, Colleen","While previous investigations of the black-white racial dichotomy in Herman Melville’s “Benito Cereno” have taught us an incalculable amount, paying attention to the complex modalities of Orientalism, rebellion, and transpacific migration in the novella makes even more relevant previous analyses of the story’s engagement with transatlantic slavery and the Haitian Revolution in a global arena. This study proposes that Melville’s narrative of a transatlantic slave mutiny—punctuated by phantom Orientalist references to East Asia and the South Pacific—suggests the indispensable role that the Atlantic revolutions played in framing European and American imaginings of East Asia and the South Pacific. Melville’s employment of the gothic as an expression of incipient racial and cosmopolitan anxieties, along with his unique adaptation of the travelogue’s “prolonged promise” and temporality, expresses East Asia and the South Pacific as a foreboding source of racial alterity and links his East Asian–Pacific and African populations through an Orientalist frame. Conversely, Melville’s comparative juxtapositions of West African slaves and villainous Malay characters—figures associated in the antebellum US with Muslim origins—craft an alternative, cross-Islamic community identification for imperial resistance in his “strange history” of the Pacific. While postcolonial critics positively read Melville’s pluralistic collectivity in Moby Dick, Melville’s rebellious Malay phantoms in “Benito Cereno” and Moby Dick betray moments of Islamic racialism and the problems of a republic built on slavery and the imperialism of the Asia Pacific, as seen in the Philippine–American War and other future imperial endeavors of the nineteenth and twentieth centuries. ",2017.0,"Journal of Transnational American Studies, vol 8, iss 1",OPEN,https://escholarship.org/content/qt5k00f4gh/qt5k00f4gh.pdf?t=qebhlr,gothic war
gothic war,Existential and Phenomenological Horror in Les Diaboliques,Daniel Tilsley," This article will show how, through an expressionist style that references Gothic and noir cinema, Les Diaboliques (Henri-Georges Clouzot, 1955) mediates concepts found in contemporary post-war French existentialism, in particular the phenomenology of horror of Sartre, with whom the director had a personal association. It will examine how the experience of horror is presented as a conscious apprehension of the world as irrational and no longer conforming to deterministic and conventional order. Les Diaboliques asserts that horror results from a distorted perception that has imbued the world with those qualities, and in this case, perception has been manipulated by the sadistic Other. The article will link this portrayal of horror to Les Diaboliques’ well-established influence on the development of the dominant 1960s and 1970s paranoid-psychological horror film and key figures like Alfred Hitchcock and William Castle, suggesting the ontological source of horror in these films as existential phenomenological in nature as opposed to exclusively being the result of psychosexual and familial repression, as is commonly posited by critics. ",2025.0,"Film-Philosophy, Vol 29, Iss 1, Pp 23-45 (2025)",OPEN,https://doi.org/10.3366/film.2025.0291,gothic war
gothic war,Neutral observer or institutionalized voice? Willibald Sauerländer and German art history after 1945,Arnold Witte,"The volume Willibald Sauerländer und die Kunstgeschichte highlightsthe academic career of one of the more influential German art historians of the twentieth century, who for nearly twenty years headed the Zentralinstitut für Kunstgeschichte in Munich. It focuses on his contributions to the study of Gothic art and later periods, and also highlights his methodological innovations in these fields. At the same time, many contributions implicitly or explicitly discuss his choices in the context of post-WW II Western Germany, and the way political debates influenced the development of art history. The explicit call for methodological denazification, as voiced in the 1970s by young academics such as Martin Warnke, was not followed by the slightly older Willibald Sauerländer, who opted to distance himself more implicitly from the previous generation. It was only after his retirement in 1989 that he openly reflected upon his experiences in the immediate post-war period, and even then adopted the position of a neutral observer, even if by then he had already embarked upon an impressive academic career. As such, this volume suggests how institutional history, individual careers and politics intersected in the second half of the twentieth century.",2023.0,,OPEN,,gothic war
gothic war,Reescrituras del terror,"Ansolabehere, Pablo","Terror is a key concept in several foundational texts of argentine literature, such as Facundo de D. F. Sarmiento, Amalia de J. Mármol and a number of poems and prose works written by E. Echeverría. In these texts terror defines in principle the way in which the federal barbarie and mainly Juan Manuel de Rosas understand politics. But to describe and especially to tell terror, writers have recourse to forms of literary representation derived from gothic novel. This confluence of terror, literature and politics persists in argentine literature in the 20th century, especially in narrative based on the experience of the 1976-1983 argentine military dictatorship. Military dictatorship is in fact the main local expression of political terror in 20th century in Argentina. Novels such as Rodolfo Fogwill’s Los pichiciegos (1983) and Martín Kohan‘s Dos veces junio (2002) update, each one in its own way, the particular–argentine- way of telling fear and terror of politics (and war, which can be considered as another form of politics). This way of telling is present in the beginnings of national literature and it is one of its most secret and more persistent signs.",2014.0,Crossref,OPEN,https://hdl.handle.net/20.500.13089/i0bi,gothic war
