keyword,title,abstract,creator,date,journal,doi,language
marcus aurelius,Book Review : Marcus Aurelius Antoninus: Meditasies. Uit die Grieks vertaal en van 'n nawoord voorsien François Bredenkamp,,,,Acta Classica,,
byzantium,Book Review : From Rome to Byzantium AD 363 to 565: The Transformation of Ancient Rome. Edinburgh History of Ancient Rome,,,,Acta Classica,,
late antiquity,Book Review : Mass and Elite in the Greek and Roman Worlds: From Sparta to Late Antiquity,,,,Acta Classica,,
late antiquity,Book Review : Praying and Contemplating in Late Antiquity: Religious and Philosophical Interactions,,,,Acta Classica,,
byzantium,Book Review : Writing About Byzantium: The History of Niketas Choniates,,,,Acta Classica,,
ammianus marcellinus,FORTUNA IN AMMIANUS MARCELLINUS,,,,Acta Classica,,
justinian,JUSTINIAN AND THE TRIBULATIONS OF TRANSFORMATION,,,,Acta Classica,,
ammianus marcellinus,"METHODS OF CHARACTER PORTRAYAL IN THE ""RES GESTAE"" OF AMMIANUS MARCELLINUS",,,,Acta Classica,,
roman emperors,THE FRONTIER POLICY OF THE ROMAN EMPERORS DOWN TO A.D. 200,,,,Acta Classica,,
"theodoric the great, late antiquity",THEODORIC THE GREAT AND THE CONCEPTS OF POWER IN LATE ANTIQUITY,,,,Acta Classica,,
teke,Book Review : A Magyarországi Szociáldemokrata Párt nemzetiségi politikája. 1903-1919. (Die Nationalitätenpolitik der Sozialdemokratischen Partei Ungarns. 1903-1919.) Értekezések a történeti tudományok köréből. Új sor. Nr. 68 János Kende,,,,Acta Historica Academiae Scientiarum Hungaricae,,
teke,Book Review : A birtokrendezési periratok (Die Prozeßakten der Grundregulierung) Értekezések a történeti tudományok köréből. Új sor. Nr. 69 Pál Sándor,,,,Acta Historica Academiae Scientiarum Hungaricae,,
teke,Book Review : A jogilag egységes jobbágyosztály kialakulása. (Formation de la classe des serfs juridiquement homogène.) Értekezések a torténeti tudományok köréből. Uj sorozat 100. (Etudes historiographiques. Nouvelle série 100) BOLLA ILONA,,,,Acta Historica Academiae Scientiarum Hungaricae,,
early middle ages,Book Review : A magyarországi vaskohászat története a korai középkorban (A honfoglalástól a XIII. század közepéig) (History of Hungarian Metallurgy in the Early Middle Ages. From the Conquest Period to the mid-13th Century) Heckenast Nováki Vastagh Zoltai,,,,Acta Historica Academiae Scientiarum Hungaricae,,
teke,"Book Review : A telekkatonaság és a parasztság szerepe a feudális magyar hadszervezetben. (La levée selon les manses et le rôle de la paysannerie dans l'organisation militaire féodale de Hongrie). [Értekezések a történeti tudományok köréből (Études dans le domaine des sciences historiques). Nouvelle série, n° 60] András Borosy",,,,Acta Historica Academiae Scientiarum Hungaricae,,
teke,Book Review : Az V. István-kori Gesta (La Geste du temps d'Etienne V.) [in Értekezések a történeti tudományok köréből. Új sorozat (Dissertations historiques. Nouvelle série) 58. Directeur de la série Gy. Spira] Elemér Mályusz,,,,Acta Historica Academiae Scientiarum Hungaricae,,
teke,Book Review : Az erdélyi szászok 1848/49-ben (Die siebenbürgischen Sachsen in den Jahren 1848/49) (Értekezések a történeti tudományok köréből. U. S. 74) Zoltán Sárközi,,,,Acta Historica Academiae Scientiarum Hungaricae,,
teke,Book Review : Jobbágyok és parasztok. Értekezések a magyar parasztság történetéből (Serfs et paysans. Communications sur l'histoire de la paysannerie hongroise) István Szabó Lajos Für,,,,Acta Historica Academiae Scientiarum Hungaricae,,
teke,Book Review : Magyarország az európai gazdaságban 1600-1650 (La Hongrie dans l'économie européenne 1600-1650) (in Értekezések a történeti tudományok köréböl 80) Vera Zimányi,,,,Acta Historica Academiae Scientiarum Hungaricae,,
attila,Book Review : Simon Bolivar Attila Csép,,,,Acta Historica Academiae Scientiarum Hungaricae,,
arthur,"Klapka, Cuza et Arthur Seherthoss en 1864: Documents selects sur une tentative d'accord hungaro-roumain au XIX <sup>e</sup> siècle",,,,Acta Historica Academiae Scientiarum Hungaricae,,
samo,A. SPROGIS' WÖRTERVERZEICHNIS UND GRAMMATIKALISCHE AUFZEICHNUNGEN AUS DER KANIN-MUNDART DES JURAK-SAMOJEDISCHEN,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,ATTRIBUTIVE KONSTRUKTIONEN IM SAMOJEDISCHEN,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
venedi,"Book Review : Emlékkönyv Pais Dezsö hetvenedik születésnapjára. Írták tisztelöi, barátai és tanítványai (Mélanges offerts à D. Pais à l'occasion de son 70 e anniversaire par ses vénérateurs, amis et disciples) Bárczi Géza Benkő Loránd",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,"Book Review : Nyelvjárás és nyelvi norma XVI. századi deákjaink gyakorlatában (Le rôle des diabetes et de la norme linguistique dans la pratique des scripteurs hongrois du XVI e siècle) Nyelvtudományi Értekezések, n° 25 László Papp",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,"Book Review : XVI. század végi nyelvjárámsaink tanulmányozása (Etude sur les dialectes hongrois de la fin du XVI e siècle). Nyelvtudományi Értekezések, n° 19 László Papp",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : A XIV. századi magyar megkülönböztető nevek [Die ungarischen Übernamen im 14. Jh.] Nyelvtudományi Értekezések [Sprachwissenschaftliche Abhandlungen] Bd. 68 Katalin Fehértói,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : A kalotaszegi nyelvjárás igeképzo rendszere. [The System of Verbal Derivational Suffixes of the Dialect of Kalotaszeg] = Nyelvtudományi Értekezések [Linguistic Dissertations] No. 48 Szabó Zoltán,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : A konkrét ➞ absztrakt jelentésfejlődés problematikája a szláv nyelyeknek az értelmi teyékenységre vonatkozó szóanyaga alapján [Проблематика эволюции значений слов от конкретного к абстрактному на материале словарного состава славянских языков в области умственной деятельности] Nyelvtudományi Értekezések 61 Ferenc Fabricius-Kovács,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : A magyar hangállomány finnugor előzményei [Die finnisch-ugrischen Vorlagen des ungarischen Lautbestandes] Nyelvtudományi Értekezések [Sprachwissenschaftliche Abhandlungen] Nr. 47 Gy. Lakó,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : A magyar mondatformák rendszere és az esetrendszer (Tárgyas mondatszerkezetek) Nyelvtudományi Értekezések no. 53 János Zsilka,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : A magyar nyelv története és rendszere [Geschichte und Struktur der ungarischen Sprache]. A debreceni nyelvészkongreszszus előadásai [Berichte des internationalen Linguistenkongresses im Debrezin] Nyelvtudományi Értekezések Nr. 58 S. Imre I. Szathmári,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,"Book Review : A szótárírás elmélete és gyakorlata A magyar nyelv Értelmező Szótárában. [La théorie et la pratique dans la composition des dictionnaires, d'après le Dictionnaire explicatif de la langue hongroise] Nyelv tudományi Értekezések [Etudes de linguistiques], No 36 László Országh",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
alemanni,Book Review : Alemannisches Mundart-Lesebuch Holderbluescht Georg Thürer,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
attila,"Book Review : Anyanyelvünk életéből. Válogatott tanulmányok, cikkek I. [Aus dem Leben unserer Muttersprache. Ausgewählte Werke und Abhandlungen I.] Attila Szabó T.",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : Bevezetés a magyar hangstilisztikába [Einführung in die ungarische Lautstilistik]. Nyelvtudományi Értekezések 124 András Vértes O.,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,Book Review : Chrestomathia Samoiedica Péter Hajdú,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
antes,Book Review : Curso de fonética y fonología españolas para estudiantes angloamericanos. Segunda edición revisada y aumentada. Collectanea Phonetica II Antonio Quilis Joseph A. Fernández,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,"Book Review : Dolgozatok I. [= Études I] Nyelvtudományi Értekezések [= Dissertations linguistiques] No. 11. — Dolgozatok II. Nyelvtudományi Értekezések, No. 41 János Melich",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,"Book Review : Ismeretlen magyar glosszák (Gloses hongroises inconnues. Gloses de Jászó, Zirc, Nagyváty). Nyelvtudományi Értekezésel (Études Linguistiques) n° 21 Király Péter",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : Jövevényszó-vizsgálatok [Lehnwortstudien] Nyelvtudományi Értekezések [= Sprachwissenschaftliche Abhandlungen] Bd. 50 László Hadrovics,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : Képző- és névrendszertani vizsgálódások. Az -s~-cs képzővel alakult névanyag az ómagyarban (= Suffix und Name in systembedingter Sicht. Altungarische Namen mit dem Suffix -s~-cs) Nyelvtudományi Értekezések Nr. 33 É. B. Lőrinczy,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : Középkori neveink és a Roland-ének [Les noms de personnes médiévaux hongrois et la Chanson de Roland] (Nyelvtudományi Értekezések 93. sz.) Klára Korompay,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
antes,"Book Review : Language Learning. Individual Needs, Interdisciplinary Cooperation, Bi- and Multilingualism. The Lucerne Congress Report of the Fédération Internationale des Professeurs des Langues Vivantes R. Freudenstein",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : Mihályi tájszótár (Rábaköz) [DialektWörterbuch von Mihály]. Nyelvtudományi Értekezések Nr. 103 Jenő Kiss,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,Book Review : Soome-ugri ja samo jeedi keeleteadus Nõukogude Liidus/Финно-угорское и самоедсское языкознание в Советском Союзе Bibliographia Uralica,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : Tanulmányok a magyar nyelv életrajza köréből. [= Untersuchungen zum Stand und zur Geschichte der ungarischen Sprache] Nyelvtudományi Értekezések Nr. 40 L. Ligeti D. Pais L. Benkő,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
anglo-saxon,Book Review : The Anglo-Saxon Chronicle. Everyman's University Library 1624 G. N. Garmonsway,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
"arthur, beowulf",Book Review : The Art of Beowulf Arthur Gichrist Brodeur,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,Book Review : The Samoyed Peoples and Languages. Uralic and Altaic Series. Vol. 14 Péter Hajdú,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
arthur,Book Review : The Vowels and Tones of Standard Thai: Acoustical Measurements and Experiments. International Journal of American Linguistics Vol. 28. No. 2 Arthur S. Abramson,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,Book Review : Wörterverzeichnisse aus den Samojedischen Sprachen M. Alexander Castrén,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : Északi-osztják nyelvtan [= Nordostjakische Grammatik]. Nyelvtudományi Értekezések [= Sprachwissenschaftliche Abhandlungen] Nr. 31 Károly Radanovics,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
attila,Book Review : Ószláv nyelv. [Altslawische Sprache] Emil Baleczky Attila Hollós,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
old english,Book Review : Функциональный анализ синтаксических элементов (на материале древнеанглийского языка) [A Functional Analysis of Syntactical Elements of Old English Language] А. М. Мухин A. M. Mukhin,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,Book Review : Языки народов СССР. Том III. Финно-угорские и самодийские языки [Sprachen der Völker der Sowjetunion. Bd. III. Finnisch-ugrische und samojedische Sprachen],,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,DAS POSSESSIVSUFFIX *t. IM JURAKSAMOJEDISCHEN,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,DIE POSSESSIVEN FÜGUNGEN IM SAMOJEDISCHEN UND DAS PROBLEM DES URALISCHEN GENITIVS (I.),,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,DIE POSSESSIVEN FÜGUNGEN IM SAMOJEDISCHEN UND DAS PROBLEM DES URALISCHEN GENITIVS (II.),,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,"DIE SEKUNDÄREN ANLAUTENDEN NASALE (η-, ń-) IM SAMOJEDISCHEN",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
antes,"HOW TO FIX INTERFIXES? ON THE STRUCTURE AND PRAGMATICS OF ITALIAN (AND SPANISH, RUSSIAN, POLISH) ANTESUFFIXAL INTERFIXES AND OF ENGLISH ""INTERMORPHIC ELEMENTS""",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,JURAKSAMOJEDISCHE LEHNWÖRTER IN DER SYRJÄNISCHEN SPRACHE,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
antes,LES NIVEAUX DES VARIANTES DE PROVERBES (Un ancien problème du folklore sous un éclairage nouveau),,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,"POSSESSIVE PERSONALSUFFIXE SG., PL. 1. UND SG., PL.2. IM JURAKSAMOJEDISCHEN",,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,PRÄDIKATIVE NOMINALFLEXION IN DEN SAMOJEDISCHEN SPRACHEN,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,Soome-ugri ja samojeedi keeleteadus Nõukogude Liidus — Bibliograafia (1962-1971) [Bibliography of Uralic Linguistics in the Soviet Union],,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
khazar,THE KHAZARIAN LETTER FROM KIEV AND ITS ATTESTATION IN RUNIFORM SCRIPT,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
samo,ZUR FRAGE DER DETERMINIERENDEN DEKLINATION IM JURAKSAMOJEDISCHEN,,,,Acta Linguistica Academiae Scientiarum Hungaricae,,
teke,Book Review : A magyar igeragozás története [Die Geschichte der ungarischen Konjugation] Nyelvtudományi Értekezések 130 Géza Bárczi Erzsébet E. Abaffy Csilla N. Abaffy,,,,Acta Linguistica Hungarica,,
magyars,"Book Review : Túl a Kecegárdán, Calumet-vidéki amerikai magyar szótár [Beyond ""Kecegárda"": An American Hungarian dictionary of the Calumet Region] (A magyarságkutatás könyvtára XV) Andrew Vázsonyi E. Vázsonyi Miklós Kontra",,,,Acta Linguistica Hungarica,,
attila,Book Review : Uralisches Etymologisches Wörterbuch. Band III. Register Károly Rédei Attila Dobó Éva Fancsaly,,,,Acta Linguistica Hungarica,,
samo,Comparative constructions of similarity in Northern Samoyedic languages,,,,Acta Linguistica Hungarica,,
samo,Evidentiality in the Samoyedic languages,,,,Acta Linguistica Hungarica,,
antes,Adelmo Damerini nel suo Ottantesimo Compleanno,,,,Acta Musicologica,,
saka,"Das 4. Symposium der I. M. S. in Osaka, 21. bis 25. Juli 1990",,,,Acta Musicologica,,
justinian,The Justiniane or Viniziane of the 15th Century,,,,Acta Musicologica,,
attila,"Book Review : Universities, Knowledge Transfer and Regional Development. Geography, Entrepreneurship and Policy Attila Varga",,,,Acta Oeconomica,,
yuan china,"""SUS-PA"" AND ""HUN-RTSEN"": A CORRECTION TO ""SANG-KO, A TIBETAN STATESMAN IN YUAN CHINA"" (Acta Orient. Hung. (1980), 193-208)",,,,Acta Orientalia Academiae Scientiarum Hungaricae,,
karluks,A CONTRIBUTION TO THE HISTORY OF KARLUKS IN THE T'ANG PERIOD,,,,Acta Orientalia Academiae Scientiarum Hungaricae,,
khazar,A CONTRIBUTION TO THE HISTORY OF THE KHAZAR MILITARY ORGANISATION: THE STRENGTHENING OF THE CAMP,,,,Acta Orientalia Academiae Scientiarum Hungaricae,,
khitan,A KHITAN WORD FOR ‘MARMOT’,,,,Acta Orientalia Academiae Scientiarum Hungaricae,,
khitan,A NEW COMPREHENSIVE MONOGRAPH ON KHITAN,,,,Acta Orientalia Academiae Scientiarum Hungaricae,,
golden horde,A TURKISH FOLK SONG FROM THE GOLDEN HORDE,,,,Acta Orientalia Academiae Scientiarum Hungaricae,,
volga bulgaria,A VOLGA BULGARIAN INSCRIPTION FROM 1307,,,,Acta Orientalia Academiae Scientiarum Hungaricae,,
kipchak,AN ARMENO-KIPCHAK PRINT FROM LVOV,,,,Acta Orientalia Academiae Scientiarum Hungaricae,,
kipchak,ARMENO-KIPCHAK PARTS FROM THE KAMENETS CHRONICLE,,,,Acta Orientalia Academiae Scientiarum Hungaricae,,
