title,abstract,keywords,year,journal_title,license,link,query
"À l’école des palais : les maîtrises de l’écrit parmi les mamelouks des beys de Tunis, des années 1770 aux années 1860","In 1840, the governor of Tunis, Ahmed Bey, established a military school within his palace of Bardo allowing some of the servants, the youngest mamlūks, to attend its courses. The Military School combined European military knowledge that was already known to the regular army under mamlūks command, and an Islamic education that had been strengthened within the palace in the 1810s and 1820s. During the first years of the school’s existence, the graduates would not distinguish themselves from the governor’s eldest servants, who benefited from his support and were sometimes autodidacts. Nevertheless, a servant’s rise in rank would usually depend on his individual merits rather than on the academic credentials obtained by his generation. The graduates of Bardo would eventually rise to power, not so much by criticizing the despotic authority, but by transforming the structure of administrative tasks in such a way that the fragmented system of apprenticeship and scribal training was increasingly set aside.","elite, Mameluks, school, slavery, Tanzimat, Tunisia",2015,European Journal of Turkish Studies,,https://journals.openedition.org/ejts/1403,mamluks
A Mamluk Rebel in Egypt: Bulutkapan Ali Bey (El-Kebîr) (1768/69-1773),"This article aims to examine, within the framework of center-periphery relations, the rise and fall of a Mamluk leader in Egypt in the middle of the 18th century. Bulutkapan Ali Bey (el-Kabir) (D.1773)’s struggle to establish a semiautonomous government in Egypt, the Hijaz and Biladu’ş-Şam can be considered as an attemp to unsuccessful revitalization of Mamluks eliminated by the Ottoman Empire in 1517? The answer to this question requires to examine of the stiatution of Mamluk households and especially Kazdaglis gained importance in this century. Indeed as a Caucasian slave Bulutkapan Ali Bey became affiliated with Kazdaglı Household. Ali Bey began to rise after the death of his master Đbrahim Kathuda, the struggle period between Mamluk Bays. In this work also claim that the rule of Ottoman governor of Cairo actually limited by Mamluk Bays in this period. Therefore, the rise and fall of Bulutkapan Ali Bey was determined by the policies of Ottoman center and Mamluk Bays containing different ways such as alliance and conflict. Moreover because of the Ottoman-Russian wars, Ottoman center could not prevent the process of setting up his power. On the other hand Ebuzzeheb Mehmed Bay, a Mamluk just like Ali Bay, put an end to his adventure.","Mısır, Bulutkapan Ali Bey, Memlük, Hane, İsyan, Osmanlı İmparatorluğu, Şeyhü’l-beled, Ebuzzeheb Mehmed Bey",2017,Ankara Üniversitesi Dil ve Tarih-Coğrafya Fakültesi Dergisi,,http://dtcfdergisi.ankara.edu.tr/index.php/dtcf/article/view/529,mamluks
In Pursuit of “Islamic Art and Architecture”,"Books Reviewed: Richard Yeomans. The Art and Architecture of Islamic Cairo. United Kingdom: Garnet Publishing, 2006; Doris Behrens-Aboseif. Cairo of the Mamluks: A History of the Architecture and Its Culture. United Kingdom: I.B. Tauris, 2007. GeorgeMichell. The Majesty ofMughalDecoration: The Art and Architecture of Islamic India. New York: Thames and Hudson, 2007. Many people take it for granted that the blanket term Islamic art and architecture is sufficient to convey the vast production carried out in the name of Islam; however, they often have a limited vision of what this term actually entails. Islam’s time span (fourteen centuries and counting) and geography (historically ranging from Spain to China) simply means that the art and architecture produced in its name deserves a more detailed and accountable presentation of fact. In other words, it would be unthinkable for scholars to use a term like Christian art and architecture instead of such specific terms as Byzantine, Romanesque, and Gothic, each of which relates to a specific time and place. Thus, the vocabulary of understanding the production of art and architecture in Islam’s name requires the use and understanding of clear terms and deserves specific publication and study ...",mamluks,2009,American Journal of Islam and Society,,https://www.ajis.org/index.php/ajiss/article/view/1410,mamluks
About the book by B.G. Ayagan “Abulkhair Sheybanid – the last ruler of Dashti-Qipchaq”,"In the studying and interpreting the history of Turkic peoples, the question sometimes arises about the continuity of the stages of ethnic history, their legal traditions and political institutions, and even statehood, less often the territory. This is due to the mobility of ethnic groups in historical retrospect, with the migration of peoples or with the movements of individual representatives of the ruling dynasties. In this regard, in histo¬rical science the question of localization of the ancestral homelands and migrations of Turkic peoples is more often raised. They were often characterized as military legionnaires (for example, Kipchaks), conquerors (Oghuz, Seljuks, Mughals, Uzbeks) or displaced involuntary persons (Mamluks and ghouls). Of particular interest is the question of the process of fragmentation of the state of Genghis Khan, with the formation of the Ulus system, the collapse of the Khanate Hordes and Uluses, and the emergence of new ethno-political formations. This review article provides the brief overview and analysis of the book “Abulkhair Sheybanid – the last ruler of Dashti-Qipchaq” (Almaty: Golden Book, 2018. – 176 p., in Kazakh and Russian), New materials and scientific conclusions of its author – Doctor of Science (History), professor Burkut G. Ayagan on the history of the post-Zolotovordian time associated with the state of Uzbeks-Kazakhs are considered. The book provides new data on the history of Dashti- Qipchaq in the 14th–15th Centuries. The reviewer gives a theoretical interpretation of the general vision of the course of historical processes.","turkic history, the state of abulkhair, khanate, juchids, dashti- qipchaq.",2019,Историческая этнология,,https://historicalethnology.org/news/en-2019-t4-n2-13/,mamluks
Memlükler Döneminde Muhtasar Siyer Yazıcılığı: İbn Kesîr’in el-Fusûl fî Sîreti’r-Resûl Örneği,"Memlükler döneminde (648-923/1250-1517) İslamî ilimlerin muhtelif dallarındaki yoğun yazın faaliyeti, tarih ve siyer yazıcılığında da kendini göstermektedir. Bu eserlerin bazısı, siyerin her konusunu ele almış, bir kısmı oldukça hacimli eserler ortaya koymuş, kimi de bir kitabın bölümü olarak yahut şemâil, delâil ve hasâis türüne dair müstakil eserler kaleme almıştır. Yine bu dönemin siyer yazıcılığında dikkat çeken bir özelliği de yoğun şerh faaliyetinin sürdürülmüş olmasıdır. Ayrıca siyer telif geleneğinin önemli bir yazım türü muhtasarlardır. Bu çalışmada, Memlükler döneminde yazılan muhtasar siyer eserlerine dikkat çekmek amacıyla, dönemin önemli tarihçilerinden İbn Kesîr’in el-Fuṣûl fî sîreti’r-Resûl adlı muhtasar siyeri ele alınmıştır. Kronolojik siyer anlatımının yanı sıra hasâis, şemâil ve kısa da olsa delâil konularını da içeren bu muhtasar siyer kitabı, ilim adamlarının yanı sıra halkın da anlayacağı dilde sade bir üslupla kaleme alınmıştır. Daha çok hadis kaynaklarına dayanılarak kaleme alınmış olan bu eserde, farklı ilim dallarına ait pek çok eserden de istifade edilmiştir. Muhtasar olmasına rağmen siyerin pek çok konusunu ele alan bu eser, konumu, kaynakları, muhtevası ve usulü şeklinde dört başlık altında incelenmiştir.","i̇slam tarihi, memlükler, siyer, muhtasar, i̇bn kesir, islamic history, mamluks, sirah, muhktasar, ibn kathir",2021,Eskişehir Osmangazi Üniversitesi İlahiyat Fakültesi Dergisi,,https://dergipark.org.tr/tr/pub/esoguifd/issue/60709/857306,mamluks
Mekke’de Memlûkler Devleti Döneminde Meydana Gelen Sel Baskınları,"Sel baskınları tarihin her döneminde ortaya çıkan ve büyük zararlara sebep olan doğal afetlerden birisidir. Dinî olarak Müslümanların en kutsal şehri olan Mekke, coğrafî konumu ve de doğal özellikleri bakımından daha kurulduğu tarihlerden itibaren pek çok sel felaketine maruz kalmış ve büyük tahribatlara uğramıştır. 1250 senesinde kurulmalarının hemen akabinde Hicaz’a hâkim olan Memlûkler zamanında Mekke şehri yaklaşık kırk kadar sel baskınına uğramış, bu baskınlarda dinî mekânlar ve Mekke halkının yaşadığı meskenler büyük zarar görmüş, hac vazifelerini ifa etmek üzere Mekke’de bulunan Müslümanlar da dâhil olmak üzere can kayıpları yaşanmıştır. Meydana gelen seller esnasında en büyük zararı Kâbe ve çevresi görmüş, can kayıpları da buralarda olmuştur. Seller şehirde sosyal ve iktisadî hayat üzerinde olumsuz tesirlere yol açmış ve yaşanan ani fiyat artışları Mekkelileri ve hacıları zor durumda bırakmıştır. Sel felaketlerinin yaşandığı günlerde ve hemen sonrasında ibadetlerin yapılması kesintiye uğramıştır.","mamluks, mecca, kaaba, flood, rain, mekke, memlûkler, sel, yağmur, kâbe",2020,Ortaçağ Araştırmaları Dergisi,,https://dergipark.org.tr/tr/download/article-file/1398487,mamluks
The Sufis’ Contribution to the Islamization of Native Indians during the Age of the Turks,"1. Abstract The influence and expansion of Islam religion in the Indian Subcontinent are the important issues which have been considered by scholars for a long time ago. Various factors have contributed to the spread and influence of Islam in the Indian Subcontinent including the arrival of early invaders, Muslim merchants and traders, and the migration of Muslim clerics and Sufis. Meanwhile, the share of Sufis has been higher and more considerable than in other groups. Some Western and Indian scholars believe that Islam first entered the region through military conquests. But, historical evidence did not support this claim. Although in a general process, military movements should be considered as obstacles to the influence and spread of Islam, but in some periods and some areas of migration, military campaigns provided a good platform for groups of Arab tribes or individuals and groups of merchants, Sufis, scholars, and scientists to enter the area. Some Sufis even went to India with the same troops. With proper and humane behavior and interaction with the inhabitants of the Indian Subcontinent and the Indian religions, Sufis were able to partially eliminate the hatred and pessimism of the Indian invaders about the actions of the Muslim invaders in the early periods of the spread of Islam. 2. Introduction The main aim of the research is the expansion of Islam in the Indian Subcontinent with relying on the influence of moral and spiritual behaviors of Sufis especially the reduction of the negative approach of inhabitants and the Indian hatred and pessimism from the function of the invaders in the early period of the expansion of Islam. However, Ghaznavids were of forces which took the most effective steps towards the occupation of India. In the fourth century AH, Sabuktagin first invaded India and took the control of much of the region. A few years later, Sultan Mahmud of Ghaznavid invaded India and targeted India fifteen or seventeen times by the end of his reign. This study seeks to answer the question of how the interaction of Sufis and Sufi leaders with the natives of India, especially their spiritual conduct and avoidance of military behavior, had an effect on the Islamization of the Indian people from the Ghurian period to the beginning of the Gurkhanids. 3. Materials & Methods Generally, using the descriptive-analytical method and based on library resources, this paper aims to study Sufis’ contribution to the Islamization of native Indians during the age of Turk rulers. 4. Discussion of results & conclusion The interaction of Sufi missionaries and leaders and their function has played an important role in deepening Islamic and religious beliefs among the inhabitants of the Indian Subcontinent. In fact, the wider influence and spread of Islam in India, according to evidence and citations, was the result of peaceful, tolerant activities and spiritual and cultural interactions, especially by Muslim Sufis. Sufis’ intellectual commonalities with Hindu rituals and practices, their spiritual conduct, exchanges of Sufi cults with the Hindu rituals and especially their avoidance of military and oppressive acts not only drew the attention of Indians to themselves but also changed the negative attitude of the Indian community towards the military and violent behavior of the early Islamic invaders in the invasion of India. Sufis and Sufi cults which entered India as immigrants or preachers were influential in the mental purification of the natives of this region. The spiritual behaviors of Sufis partly improved the negative consequences of Muslim invasions and changed their attitudes toward Islamic teachings. This greatly influenced the new approach of the people of the Indian Subcontinent to Islam after the military invasion. The Sufi group has shown outright honesty, trustworthiness, and chastity in trade and commerce with the leading business classes of India and other social groups. They were actively involved in supporting the rural part of the Indian Subcontinent. On the other hand, they respected the beliefs of the Indians. In the interval between Ghurids’ domination and the Gurkhanid dynasty, Sufi cults such as Chashtiyya, Suhrawardiyya, Naqshbandiyya, Qāderiyya, and Kubrawiyya along with the Indian rulers, especially the Muslim sultans of Delhi, were considered to be the main causes of Islamization of Indigenous Indian Subcontinent. Sufis’ counseling and assistance to Islamic governments in India such as Gholamshahi, Khalajan, Tughlughiyyan, Sādat dynasty, Lūdi governors, and Syrian kings were effective in spreading Islam in the Indian Subcontinent during these periods. The other results of this study showed that the content of Sufi invitations like an emphasis on monotheism, equality of human rights, humility, and accepting divine morality. and reaching God through helping people and aiding helpless ones had a profound effect on the tendency of the Indians to Islam. Learning different local languages ​​and connecting with different religions and classes of India facilitated the Sufis’ invitation for unity and solidarity, especially since Sufis opposed religious monopoly. Hence, they were able to reduce the violence of the early Muslim invaders to some extent by purifying the souls. The preaching method and lifestyle of Sufis, such as seclusion and abundant worship, corresponded to life and aspects of the principles of Indian philosophy. Therefore, the adversary of Indians with the system of inferiority, religious tolerance, support for religious diversity, simplicity of life, and good relations with the Ghurid Sultans, Mamluks, and Delhi kings were effective in the expansion of Islam in the Indian Subcontinent.","keywords: sufism, islamization, the indian subcontinent, ghurids, the age of turks",2019,پژوهش های تاریخی,,https://jhr.ui.ac.ir/article_24693_cbf6959d63419016ebb14eac5d644928.pdf,mamluks
To the Question of the Use of the Ethnic Term“Tatars” in Arab Historical Literature »,"Reconstruction of the ethnogenesis of the peoples inhabited the Golden Horde is one of the issues being studied intensively in modern historical scholarship. Medieval Arab sources play an important role in studying the history of the peoples of the Golden Horde. Study of contemporary Arab authors’ historical researches where medieval Arab chronicles are analyzed in greater detail, is necessary to understand their importance. Objective: study of the Arab historical literature regarding the issue of the use of the ethnic term “Tatars”. Some contemporary Arab historical researches are used as materials for this research. For example, Muhammad Sahil Takkush calls the Golden Horde – “Magul-Kypchak”, and Iran – “Magul-Faris” in his book “History of the Mamluks in Egypt and Syria”. Qasim Abdel Qasim, the author of the book “Era of the Mamluk Sultans”, calls the Golden Horde “bilad al-kypchak”. In his work “The Mamluks”, Shaydiyaz al-Garini calls Berke the “khan of the Golden Horde tribe” and the Golden Horde inhabitants – “at-tatar al-kypchak”, i.e. the “Kypchak Tatars”. Of particular interest is the book of Egyptian historian Muhammad Abdelgani al-Ashqar “Salar – the Tatar Muslim Emir (Naib of the Mamluk Sultan in Egypt, 1260–1310)”. It describes the reign of Sultan al-Malik an-Nasir Muhammad who was in close friendly relations with the Golden Horde khan Uzbek. It is known that the Golden Horde Muslims prayed for Sultan al-Malik al-Nasir mentioning his name after khan Uzbek. Long-term friendship between the Golden Horde and Egypt eventually led to the conclusion of a dynastic marriage between Egyptian Sultan an-Nasir and the Golden Horde princess Tulunbay. As a result, the study of the use of the ethnic term “Tatars” in Arab historical literature remains relevant and requires a review of some of the preconceived ideas about the ethnic history of the Tatar people in the Arab world in favor of the in-depth study of this problem.","Golden Horde, term, Tatars, Mongols, Mamluks, Arab historiography.",2016,Золотоордынское обозрение,,http://goldhorde.ru/wp-content/uploads/2016/09/%D0%97%D0%9E-3-2016-529-533.pdf,mamluks
WATER IN ISLAMIC ARCHITECTURE: STUDY OF THE WATER DISPENSARY (SABIL),"Water is essential to life and survival, it is not only a functional addition to Islamic architecture but also an integral part of the Islamic religion and beliefs, The Holy Quran states that ""Every living thing is made of water"", and the importance of this thought is visible in Islam since its used for Ablution five times daily; however, its mentioned in the Sunnah that water conservation is embedded in Islam even if you are living on a shore. The role played by water in Islamic architecture is both symbolic (representing spiritual purity) and practical (weather adjustment). Sabil is one of the emerged Islamic architectures that was used as a water dispenser, where water has been harnessed to serve and provide passers-by, it flourished under the rule of the Mamluks in Egypt where they constructed a standalone Sabil Kuttab, usually inflicted a Kuttab (Quranic School for boys) on top. This paper investigates the aesthetic, functional, and symbolic values of water in Islamic architecture, and highlights the value of Sabil as an important element in the Islamic city fall under the charity facilities, through analytical description of its architectural as well as the functional, aesthetic, and symbolic aspects which serve the concept of heritage revival by being a source of inspiration.The research problem can be framed in a set of questions; What is the importance of water as an essential element of life in Islamic architecture? What is the impact of muslim beliefs on design ? Did the formation of Islamic architecture only consider the functionality of the building and the aesthetic sides, or were hidden religeous beliefs conveyed?.",“sabil; kuttab; ablution (wudu (; el-sakka; shazrawan; salsabil; charity endowments (wakf); water features”,2018,"Journal of Architecture, Art & Humanistic Science",,https://mjaf.journals.ekb.eg/article_21285.html,mamluks
Farkında Olunmayan Mühim Bir Sima Şemsüddîn Muhammed El-İskenderî El-Mızzî,"İslâmiyât ve özellikle günümüz Tasavvuf araştırmalarında şimdiye kadar hayatı ve eserleri konu edilmemiş isimlerden birisi olan Şemsüddîn el-İskenderî, dini ilimlerin yanı sıra, yaşadığı çağ ve coğrafyada bilinen bütün ilimlere vakıf olmaya çalışan, ansiklopedik karakterde eserler telif eden âlim bir sûfîdir. Onun eserleri, İslam kültürünün 15. asır ve öncesine ait özellikle Arapça kaleme alınmış yazın birikimini bize aktaran en önemli kaynaklar arasında sayılabilir. Yararlandığı kaynakların bir kısmının ise sadece onun eserlerinde anılmış olması İskenderî’nin önemini daha da arttırmaktadır. Muazzam hacme sahip ansiklopedik eserlerinden birini yazarken üç binden fazla kaynağa müracaat etmiş olması kayda değerdir. Bu yüzden, sadece na-kilci konumda olduğu eserleri bile kıymetli birer kaynak niteliğine bürünmektedir. Memlûkler döneminde Mısır, Arabistan, Suriye, Irak, İran, Yemen ve Hindistan gibi oldukça geniş bir alanı kapsayan yolculuklarındaki şahsi gözlemlerine, tecrübelerine, karşılaştığı kişiler ve özellikle sûfîlerle olan sohbetlerine ve onlardan yaptığı nakillere, diğer âlimler kadar sûfîlerin biyografilerine, tasavvuf silsilelerine değindiği eserler ise Tasavvuf alanı bakımından apayrı bir önem kazanmaktadır. Birçoğu müellif hattı halinde günümüze ulaşabilen eserlerinin pek fazla kopyasının, hatta bazılarının hiçbir kopyasının şu ana kadar bulunamamış olması, günümüzde olduğu gibi geçmişte de çeşitli nedenlerden ötürü tanınmamış ve fark edilmemiş olduğunu göstermektedir","Tasavvuf, Sûfî, Memlûkler, el-İskenderî, el-Mizzî, Keşfü’l-Beyân, -, Tasawwuf, Sufi, Mamluks, al-Iskandarî, al-Mizzî, Kashf al-Bayân",2013,Dini Araştırmalar,,http://dergipark.gov.tr/da/issue/4480/61753?publisher=motifyayincilik,mamluks
Viziers in the Administrative System of Egypt under the Burji Mamluks,"Among the least studied issues in the history of the Sultanate of the Mamluks, there are the principles and dynamics of the Mamluks’ interaction with the administrative system represented by the local elite. The article considers issues connected with the transformation of the Mamluk administrative system which took place during the Burji period (1382–1517). As early as the thirteenth — fourteenth centuries, a gradual displacement of representatives of the civilian population from various administrative positions and their replacement with Mamluk emirs began. This process acquired particular importance in connection with the position of the vizier, since the last Mamluk sultans occupied this position before assuming the throne. In the twentieth century, D. Ayalon (1914–1998) raised some questions related to the evolution of the military-administrative system in Egypt between the thirteenth and fifteenth centuries, but a comprehensive and systematic study of the problems outlined by this pioneer and one of the founders of modern Mamluk studies has not yet been carried out. Based on several Arabic chronicles and biographical dictionaries of the fifteenth century, the author traces changes in the position and functions of the vizier in the Mamluk administrative system, highlighting the reasons for these changes, their significance for the evolution of political and social relations in the Mamluk Sultanate in the final period of its history. Referring to the vizierate, the author considers a significant transformation of the Egyptian state-administrative system under the Burji sultans, which is most closely associated with the destruction of the social boundaries and stereotypes that prevailed in the previous period, the acquisition of new forms and functions by political groups, and the reconfiguration of the central government.","история, султанат мамлюков, египет, административная система, вазират, политическая элита",2022,Известия Уральского федерального университета. Серия 2: Гуманитарные науки,,https://journals.urfu.ru/index.php/Izvestia2/article/view/6265,mamluks
The Integration Between Urban Design and Architectural Design as A Methodology of Design in Islamic Architecture,"The initial reading of Mamluks architecture reveals that the forms are governed by urban factors, so it is in correct to understand Mamluks buildings as a container of spaces, but it is a receptacle of a homogeneous mixture of interior architectural spaces and exterior urban spaces, notwithstanding that analyzing the performance of the buildings in its urban context in Mamluks architecture was largely unconcerned between scholars. The research problem, objectives and hypothesis revolved around a question that the research tried to answer: “How the Mamluk architect achieved the integration between the urban design and the architecture design in the design of complex buildings in Mamluks eras?”. To answer this question the research shaded light on the connection elements between urban design and architectural design then it demonstrated how the design process depended on the paths, entrances, minarets and corridor as urban/architectural design tools, this led the research to suggest a design method for the complex buildings and named it “The PMEC Methodology of Design in Urban Context” which may be considered as a systematic arrangement of design steps and the validity of it appeared throughout applying it on various of case-study buildings, this led the research to reach its main results and emphasized that “in contemporary architecture achieving the integration between the urban design and architecture design in the design process of buildings is a main guarantee for the success of buildings functional/composition performance”. ان القراءة الأولية للعمارة المملوكية تكشف أن التكوين المعمارى عادة ما يكون محكوم بعناصر عمرانية، ونتيجة لذلك، لا يمكن قراءة المبانى المملوكية على أنها مجرد تكوين حاوى للفراغ ولكنها وسيط بين الفراغ المعمارى الداخلى والفراغ العمرانى الخارجى.على الرغم من ذلك فان دراسة الاداء العمرانى/المعمارى للمبانى لم ينل الاهتمام الواسع بين دارسين العمارة الاسلامية، ولذلك تحليل اداء المبانى فى سياقها العمرانى جعل مشكلة وأهداف وفرضية البحث تتمحور حول تساؤل بحثى واحد حاول البحث الاجابة عليه وهو ""كيف حقق المعمارى المملوكى التكامل بين التصميم العمرانى والتصميم المعمارى فى عملية تصميم المبانى المركبة فى العصور المملوكية؟"". للاجابة على هذا التساؤل البحثى سلط البحث الضوء على العناصر التى تربط بين التصميم العمرانى والتصميم المعمارى ثم وضح البحث كيف اعتمد المعمارى المملوكى على المسارات والمداخل والمآذن والطرقات كادوات تصميم عمرانية/معمارية. مما ادى بالبحث الى اقتراح تقنية لتصميم المبانى المركبة فى العصور المملوكية واطلق عليها البحث ""منهجية ""PMEC"" للتصميم فى السياق العمرانى"" وظهرت صلاحيتها من خلال تطبيقها على عدد من مبانى دراسة الحالة، ليصل البحث الى نتيجته الاساسية ليؤكد على أن تصميم المبانى فى العمارة المعاصرة ضمن سياقها العمرانى هو ضمانة لنجاح أداؤها الوظيفى والتشكيليى.","urban design, paths, minarets, corridors, mamluks, التصمبيم العمرانى, المسارات, المآذن, الطرقات, المماليك",2024,Journal of Urban Research,,https://jur.journals.ekb.eg/article_319601_8b6bf1e701ca727043328397ea7eb02e.pdf,mamluks
Financial Cooperation between the Mongol Uluses of Jochi and Persia: Conflict and Cooperation »,"The continuing debate about Jochid – Hulaguid conflict is examined in three parts, which conclude that conflict was based on pragmatic and economic rather than theoretical or religious concerns. The author supports the argument by incorporating numismatic evidence into the discussion for the first time. The article has three sections, the first dealing with Jochid claims to Iran, the second with the establishment of the il-Khanate and the third with alliances. The last section focuses on the Jochid military alliance with the Mamluks and then the financial consortia for trade from Kazan to Cairo through the Caucasus and Anatolia. A close look at money challenges the interpretations made from chroniclers, many of whom wrote later than the events. Coinage, on the other hand, comes from the times and places concerned. It supports the conclusion that organizing and retaining wealth was a primary factor in relations within the empire and among various uluses.","Jochids, Il-Khanate, Hulaguids, Tabriz, Mamlūks, monetary reform, vassal coinage, inscriptions, mints, currency values, poll tax, customs duty, slave trade, Third Imperial Provence, civilian governors, Bulghar, Georgia, Anatolia.",2015,Золотоордынское обозрение,,http://goldhorde.ru/wp-content/uploads/2016/02/%D0%97%D0%9E-4-2015-169-187.pdf,mamluks
Memlûk Tarihçilerine Göre Bahrî Memlûkler Döneminde Dımaşk’ta Yangınlar,"Bahrî Memlûkler döneminde Dımaşk Eyaleti’nin merkezi olan Dımaşk, irili ufaklı birkaç yangına şahitlik etmiştir. Şehir 699/1300’da Gazan Han’ın ve 791/1389’da Berkûk’un kuşatması sırasında kasten çıkarılan yangınlarla inanılmaz hasar görür. Emir Tengiz döneminde Hristiyanlar tarafından kundaklanır. Bir kereye mahsus bir ihmal sonucu Emevî Cami’nin çevresindeki çarşılar yangına teslim olur. Şehir bunlardan başka, sebebi bilinmeyen muazzam yangınlarla da mücadele eder. Memlûk kaynakları yangınlar dolayısıyla şehirdeki mimari yapılardan, çarşılardan, sokak ve mahallelerden sıkça söz ederler. Tarihçilerin anlatımlarından söz konusu dönemde Dımaşk’ın çarşıları, sokakları ve mahalleleriyle canlı bir şehir olduğu anlaşılmaktadır. Çoğunlukla her biri belirli bir esnaf grubuna ait bu çarşılar, Emevî Cami çevresinde, Taht el-Kale denilen bölgede ve şehir kapılarının adıyla anılan mıntıkalarda toplanmıştır. Önemli yangınların çoğu da bu bölgelerde cereyan etmiştir. Bu yangınlar ekonomik açıdan ağır maddi kayıplara yol açmıştır. Yangınlarda faaliyetlerini sürdüremeyecek kadar zarar gören kimi çarşılar ticari hayatın sekteye uğramaması için başka yerlere taşınmış ve şartlar sağlandığında eski yerlerine nakledilmiştir. Yangınlarda önemli yapılar da etkilenmiştir. Bu yapılardan Emevî Cami büyük bir badire atlatmıştır. Fakat daha sonra yanan kısımları onarılmıştır. Geniş alanları etkisi altına alan yangınları söndürme faaliyetlerine halk ta iştirak ederek önemli fayda sağlamıştır. Bu çalışmada, Bahrî Memlûkler döneminde Dımaşk şehrinin maruz kaldığı yangınların kronolojik düzen içerisinde verilmesi amaçlanmıştır.","mamluks, damascus, bilad-ı sham, disaster, fires, memlûkler, dımaşk, bilad-ı şam, felaket, yangın",2024,Ortaçağ Araştırmaları Dergisi,,https://dergipark.org.tr/tr/download/article-file/3508466,mamluks
"Acquaintance with the novel ""Zine El Barakat"" by Gamal El Ghitani | التعرف لرواية ”زيني البركات“ لجمال الغيطاني","The purpose of this research is to know what is meant by the sociology of literature, personality of Gamal al-Ghitani and his novel ""Zaini al-Barakat"", and t the social problems in the novel. In this research I used the method of library research, where I collected the evidence related to this research and then make an analyses on it. It also relied on the descriptive approach in which I described the events of the novel from the sociological views. I concluded several conclusion. First, sociology of literature is the curriculum that aims at the text and its relation to the place and society in which it intervenes and shows it with a social character. Second, Gamal Al-Ghitani is a great Egyptian writer of the sixties generation. His novel ""Zaini al-Barakat"" is one of the great novels in the Arab and international literary scene. It revolves around a person called ""Zaini al-Barakat"" Mamluks. Thirdly, the social problems described in his account are the crimes committed by some princes, namely abuse of office, torture of prisoners, kidnapping and monopolization of goods, violations of social norms and war.","سوسيولجية الأدب (sociology of literature), جمال الغيطاني (gamal el-ghitani), المشاكل الإجتماعية (social problerms)",2019,Al-Zahra: Journal for Islamic and Arabic Studies,,http://journal.uinjkt.ac.id/index.php/zahra/article/view/10654,mamluks
An Example of Turkish Stamps from Anatolia Harran Ulu Mosque,"The historical Harran District of Şanlıurfa is one of the rare spots that bear the traces of many civilizations throughout history due to its geographical location. The region has been a religious, economic, and cultural center since before the time of Christ and has managed to preserve the traces of different civilizations up to the present. Turkish tribes migrated from the Eurasian geography westward at different periods in history, and this has had important historical consequences. While a significant portion of these migrations spread over Europe via the Black Sea, another portion headed to the interior of Anatolia by way of the Caucasus. Harran is located at the crossroads of migration routes and practically became a center where Turkish tribes intersect. The region had been attacked by the Hun Turks prior to the Manzikert Victory and remained under the rule of many Turkish states, including the Kharezmites, Ayyubids, Mamluks, Seljuks, and Ottomans. Thus, Harran gained its place in history as a region where Turkish tribes have settled. Rock paintings, markings with Turkish motifs, and Turkish tribal engravings are the symbols of cultural unity and integrity in the geographies where the Turkish population lives, and these document the ancient traces of the Turks in the Harran region. This study discusses the traces of the Turkish tribal stamps that were found on the walls surrounding the old Grand Mosque of Harran.","harran, turkic migrations, turkish engravings, kayı tribe, turkish markings",2022,Avrasya İncelemeleri Dergisi,,https://cdn.istanbul.edu.tr/file/JTA6CLJ8T5/F1F4135F25C74D2E9CA38249D776628D,mamluks
"Sample Works from the Turkish-Islamic Era in the Museums of Aleppo, Hama, and Rakka of Syria","Syria has the most beautiful works of art and architecture in world history. Palmyra, Apamea, Aleppo, Damascus, Hama, Homs, Bosra, Latakia and Tartus have been important settlements in the history of civilization since the First Age. Many historical artefacts especially the findings from excavations and research in the region, are exhibited in the museums of Damascus, Aleppo, Hama, and Raqqa. In this article, the works that could be exhibited in the museums of Aleppo, Hama, and Raqqa in the pre-war period (before 2011) are reviewed. The sarcophagus of Huseyin b. Hasan al-Shukri, architectural plastic with lion relief, the mihrab of the Madrasa Halawiye, sun patterned luster bowl, ceramic pots, architectural plastic with Mamluk coat of arms, inscription piece of Sultan Kayıtbay and war tools from the National Museum of Aleppo; the minbar of the Great Mosque of Hama from the Hama Museum and plaster decorations of the Great Mosque of Raqqa from the Raqqa Museum will be introduced. These artefacts are among the most precious examples of their era. The mihrab, especially, and the other works in the National Museum of Aleppo, the minbar in the Hama Museum, and plaster decorations of the Great Mosque Raqqa are very precious works of the Seljuk, Zengid, Ayyubid, and Mamluk eras.","syria, mamluk / mamluks, raqqa, ceramic, plaster decoration",2022,Art-Sanat,,https://cdn.istanbul.edu.tr/file/JTA6CLJ8T5/51839AFEEA314771B668B03B6BDBB8BF,mamluks
